date,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,HOMICIDE,MOTOR VEHICLE THEFT,NARCOTICS,PUBLIC PEACE VIOLATION,ROBBERY,SEX OFFENSE,THEFT,WEAPONS VIOLATION
2022-04-17,43,119,16,0,75,1,30,12,5,16,2,94,33
2022-04-18,50,81,18,0,58,4,43,14,3,21,3,124,27
2022-04-19,47,85,18,0,66,1,24,14,5,20,4,120,30
2022-04-20,56,106,18,0,63,0,40,20,4,20,5,136,13
2022-04-21,50,82,15,0,73,0,47,19,5,22,1,147,30
2022-04-22,57,106,18,0,71,0,32,15,1,20,2,145,19
2022-04-23,71,155,23,0,78,3,24,13,5,32,3,159,37
2022-04-24,62,154,17,0,67,4,36,8,0,19,3,141,33
2022-04-25,63,97,21,0,61,2,34,13,6,18,5,122,20
2022-04-26,58,124,15,0,65,0,25,13,1,16,2,165,16
2022-04-27,55,103,14,0,61,1,42,18,1,17,0,141,24
2022-04-28,56,93,21,0,66,1,24,17,0,14,5,128,17
2022-04-29,58,126,16,0,56,2,40,20,2,19,4,124,21
2022-04-30,49,124,23,0,64,4,42,13,2,19,5,144,26
2022-05-01,48,141,17,0,76,2,40,6,2,17,4,153,23
2022-05-02,55,99,17,0,57,1,29,12,4,14,3,119,24
2022-05-03,52,88,20,0,56,4,20,14,1,21,4,127,19
2022-05-04,55,86,18,0,73,2,34,20,5,27,3,144,30
2022-05-05,68,109,22,0,60,3,47,13,4,26,3,129,25
2022-05-06,56,110,23,0,69,1,37,14,2,19,7,149,8
2022-05-07,53,111,16,0,69,2,29,8,1,22,2,138,28
2022-05-08,49,128,18,0,79,3,38,8,1,22,4,130,32
2022-05-09,50,136,17,0,76,2,33,12,3,17,2,159,35
2022-05-10,51,123,16,0,70,2,34,12,1,26,3,142,29
2022-05-11,74,151,20,0,63,1,26,13,3,17,2,160,32
2022-05-12,62,133,16,0,56,2,27,20,3,19,3,136,26
2022-05-13,56,159,23,0,75,3,24,14,3,20,8,162,34
2022-05-14,66,127,13,0,81,3,40,8,2,25,1,142,33
2022-05-15,78,146,22,0,90,0,46,9,1,26,4,143,30
2022-05-16,65,140,21,0,62,3,27,13,4,16,2,178,25
2022-05-17,55,123,19,0,66,1,37,12,2,15,2,171,29
2022-05-18,91,90,33,0,60,4,34,15,3,19,3,167,24
2022-05-19,73,142,12,0,63,3,25,13,3,20,3,172,29
2022-05-20,82,151,16,0,74,1,33,12,2,19,5,151,29
2022-05-21,44,137,10,0,67,2,39,10,2,33,3,121,20
2022-05-22,58,129,18,0,67,1,31,9,1,22,0,137,36
2022-05-23,69,126,23,0,70,2,35,18,2,23,3,144,36
2022-05-24,73,128,21,0,67,1,29,20,2,25,6,140,27
2022-05-25,67,115,18,0,80,2,39,16,6,20,8,157,36
2022-05-26,77,115,19,0,78,0,32,16,2,26,4,137,32
2022-05-27,69,104,22,0,60,1,34,17,2,23,7,134,36
2022-05-28,62,102,24,0,74,3,30,17,3,23,4,138,43
2022-05-29,77,166,19,0,96,5,30,9,1,27,4,129,58
2022-05-30,69,182,18,0,68,4,40,17,2,27,1,141,63
2022-05-31,75,137,34,0,90,2,35,14,6,13,4,151,25
2022-06-01,68,117,21,0,62,2,37,11,4,19,15,189,23
2022-06-02,68,116,12,0,75,3,36,21,3,19,3,174,28
2022-06-03,75,134,27,0,61,0,33,15,3,30,1,174,24
2022-06-04,65,136,24,0,57,1,28,9,1,26,1,141,20
2022-06-05,54,142,22,0,89,4,31,9,2,25,2,124,29
2022-06-06,69,97,19,0,77,3,29,8,1,26,5,152,23
2022-06-07,64,103,18,0,77,1,28,14,2,19,3,184,34
2022-06-08,75,97,20,0,53,3,29,16,0,22,2,177,19
2022-06-09,74,109,17,0,60,1,26,18,3,29,4,180,21
2022-06-10,75,124,18,0,74,5,25,10,3,17,3,158,23
2022-06-11,82,146,15,0,94,4,37,8,2,31,0,151,28
2022-06-12,66,167,23,0,86,3,50,9,5,30,2,138,35
2022-06-13,57,127,22,0,68,0,34,14,6,36,2,172,23
2022-06-14,60,124,18,0,58,0,39,18,6,20,2,163,29
2022-06-15,66,112,14,0,96,5,40,16,0,21,5,184,35
2022-06-16,59,147,27,0,79,2,38,15,2,24,5,154,30
2022-06-17,54,152,21,0,80,4,48,12,1,22,3,177,36
2022-06-18,59,133,18,0,98,2,47,5,2,32,4,185,35
2022-06-19,81,176,24,0,89,3,33,4,1,27,4,136,52
2022-06-20,76,150,21,0,82,6,38,18,3,28,0,176,36
2022-06-21,64,105,29,0,73,0,39,17,1,15,4,170,22
2022-06-22,76,113,26,0,84,1,42,12,2,28,6,180,20
2022-06-23,65,116,18,0,87,3,39,8,2,24,5,136,28
2022-06-24,78,120,30,0,85,5,55,9,3,24,1,195,28
2022-06-25,57,136,25,0,71,2,36,7,1,19,3,178,31
2022-06-26,61,188,21,0,80,3,46,7,4,21,2,199,25
2022-06-27,59,119,26,0,97,0,34,20,6,29,4,166,28
2022-06-28,67,116,36,0,90,1,34,28,4,12,0,191,36
2022-06-29,72,109,28,0,67,1,58,13,6,27,3,182,32
2022-06-30,66,117,34,0,79,5,49,18,5,30,3,164,32
2022-07-01,79,126,32,0,101,6,67,26,3,28,12,200,44
2022-07-02,61,132,16,0,105,2,55,26,2,38,2,165,41
2022-07-03,80,157,33,0,74,4,46,20,2,33,4,126,48
2022-07-04,60,153,19,0,109,1,43,15,7,19,5,135,56
2022-07-05,52,121,17,0,82,4,40,12,3,26,3,146,14
2022-07-06,59,111,18,0,69,2,37,7,0,24,0,173,28
2022-07-07,62,117,22,0,77,3,43,7,2,19,6,186,28
2022-07-08,65,110,27,0,80,1,53,8,3,11,5,162,18
2022-07-09,80,126,16,0,64,1,51,9,1,23,4,166,22
2022-07-10,55,144,30,0,79,0,56,13,1,36,0,161,20
2022-07-11,53,102,29,0,86,4,61,11,4,31,3,184,28
2022-07-12,60,101,24,0,80,1,45,13,2,23,1,175,33
2022-07-13,65,97,19,0,67,0,54,11,0,7,3,186,14
2022-07-14,63,98,27,0,93,1,48,11,1,23,3,168,32
2022-07-15,63,82,23,0,69,1,54,12,4,20,6,156,17
2022-07-16,52,103,27,0,84,2,50,9,3,33,1,195,32
2022-07-17,62,139,17,0,94,5,70,8,3,26,4,204,28
2022-07-18,65,136,21,0,84,2,77,8,1,31,5,194,24
2022-07-19,55,118,29,0,76,1,55,11,1,21,1,191,27
2022-07-20,60,120,12,0,63,2,63,12,0,23,3,187,27
2022-07-21,56,113,26,0,87,2,48,11,2,27,2,162,23
2022-07-22,72,115,23,0,79,4,65,14,4,28,4,207,30
2022-07-23,67,148,26,0,94,1,58,3,1,27,2,146,25
2022-07-24,73,156,22,0,86,4,82,8,4,20,5,147,25
2022-07-25,72,123,21,0,89,2,59,10,2,24,3,171,32
2022-07-26,77,117,12,0,77,1,65,18,2,25,0,163,28
2022-07-27,61,102,21,0,84,5,62,16,3,21,6,182,26
2022-07-28,51,101,16,0,79,1,69,10,2,35,5,217,26
2022-07-29,56,98,26,0,74,0,64,12,2,27,4,333,21
2022-07-30,69,135,28,0,90,2,59,13,1,23,4,337,32
2022-07-31,60,152,21,0,93,4,67,7,0,12,4,211,43
2022-08-01,65,107,16,0,85,3,62,9,0,23,14,196,24
2022-08-02,69,129,25,0,85,2,55,16,1,25,2,178,28
2022-08-03,67,103,23,0,99,3,77,15,2,24,3,163,32
2022-08-04,65,128,19,0,98,2,61,11,3,21,3,187,23
2022-08-05,70,142,28,0,84,1,68,16,2,17,5,195,32
2022-08-06,64,148,24,0,98,6,67,7,4,32,4,156,33
2022-08-07,62,158,26,0,82,3,70,10,1,25,5,140,26
2022-08-08,65,103,19,0,76,1,64,19,2,18,2,159,14
2022-08-09,59,122,24,0,79,1,57,18,1,26,3,166,25
2022-08-10,69,107,20,0,85,1,58,18,0,19,8,181,35
2022-08-11,63,136,21,0,90,2,73,16,2,27,4,162,27
2022-08-12,61,124,28,0,92,3,96,17,1,27,4,188,26
2022-08-13,61,148,13,0,95,4,69,2,1,30,0,171,24
2022-08-14,63,138,16,0,91,6,62,14,2,27,7,154,34
2022-08-15,60,100,14,0,93,1,67,12,0,23,5,193,26
2022-08-16,67,98,18,0,73,3,52,16,3,23,3,150,26
2022-08-17,53,112,28,0,92,3,58,11,1,26,2,174,29
2022-08-18,62,105,24,0,60,0,64,16,1,29,1,162,29
2022-08-19,65,137,15,0,87,2,79,13,3,19,1,166,23
2022-08-20,53,129,24,0,82,0,72,12,3,47,5,154,25
2022-08-21,59,132,19,0,103,3,67,11,1,24,0,153,30
2022-08-22,63,113,25,0,91,2,68,14,0,32,11,168,25
2022-08-23,68,105,20,0,75,4,71,14,3,20,2,170,23
2022-08-24,57,102,18,0,76,1,73,20,4,19,7,185,22
2022-08-25,74,106,32,0,91,0,52,19,2,18,7,157,24
2022-08-26,54,116,26,0,105,3,78,14,1,22,3,189,29
2022-08-27,73,136,22,0,106,4,77,16,3,17,2,175,33
2022-08-28,68,130,16,0,89,3,76,12,4,19,5,147,24
2022-08-29,58,115,25,0,95,0,69,9,0,23,6,167,33
2022-08-30,79,111,16,0,72,2,83,6,2,27,2,176,23
2022-08-31,69,109,28,0,85,2,70,19,3,20,5,175,25
2022-09-01,69,96,25,0,81,2,72,16,3,30,8,184,18
2022-09-02,73,133,26,0,93,3,82,20,2,36,2,192,24
2022-09-03,65,167,25,0,102,6,92,12,3,32,6,164,34
2022-09-04,65,152,17,0,101,4,69,9,2,27,1,140,29
2022-09-05,58,145,19,0,97,2,87,12,3,32,2,141,31
2022-09-06,67,128,24,0,83,2,78,20,3,26,6,182,17
2022-09-07,76,120,20,0,75,1,60,15,3,26,6,183,29
2022-09-08,75,112,27,0,85,2,58,25,2,17,2,193,17
2022-09-09,76,116,29,0,90,7,69,14,1,23,5,195,22
2022-09-10,61,133,20,0,110,2,73,10,1,34,3,216,32
2022-09-11,52,125,21,0,91,2,77,4,1,43,1,137,23
2022-09-12,64,108,17,0,97,0,71,14,1,29,3,187,23
2022-09-13,66,116,15,0,57,5,62,10,6,10,5,173,28
2022-09-14,64,103,17,0,87,3,74,14,0,21,5,161,26
2022-09-15,64,105,20,0,98,2,71,12,2,23,8,150,38
2022-09-16,60,132,23,0,97,1,79,7,4,31,4,159,25
2022-09-17,57,149,22,0,102,3,89,6,6,37,5,136,35
2022-09-18,62,155,16,0,90,6,78,10,2,25,7,165,27
2022-09-19,58,133,23,0,83,1,97,18,4,33,2,189,19
2022-09-20,63,129,19,0,77,1,90,13,5,32,3,176,16
2022-09-21,57,126,32,0,91,2,90,15,3,22,6,191,36
2022-09-22,72,148,20,0,65,1,81,18,1,18,0,174,20
2022-09-23,49,111,23,0,77,4,89,11,0,24,5,182,27
2022-09-24,61,133,23,0,109,6,90,14,1,44,6,145,27
2022-09-25,47,105,18,0,91,2,84,9,1,44,1,140,16
2022-09-26,62,101,24,0,69,1,83,11,1,16,3,192,24
2022-09-27,62,95,16,0,74,3,71,9,1,28,3,175,29
2022-09-28,59,129,24,0,90,2,75,11,0,34,5,170,31
2022-09-29,68,118,26,0,69,1,94,12,1,46,4,157,28
2022-09-30,63,109,24,0,89,0,126,11,4,26,4,179,29
2022-10-01,68,131,26,0,80,4,107,7,0,30,7,203,30
2022-10-02,69,134,17,0,86,1,116,13,3,24,2,137,29
2022-10-03,53,101,17,0,84,1,95,14,2,46,0,151,19
2022-10-04,74,105,16,0,66,1,76,8,1,30,2,175,19
2022-10-05,62,96,17,0,88,0,74,21,3,26,3,194,27
2022-10-06,61,100,26,0,89,3,93,20,2,24,9,178,27
2022-10-07,55,101,24,0,87,0,87,17,1,22,2,156,27
2022-10-08,39,107,26,0,84,1,94,16,1,37,2,191,33
2022-10-09,48,121,16,0,91,1,92,7,1,33,3,130,36
2022-10-10,59,101,25,0,105,1,87,9,3,46,3,148,24
2022-10-11,56,93,23,0,84,4,91,11,1,29,1,174,11
2022-10-12,64,95,19,0,97,0,98,10,2,34,2,170,27
2022-10-13,48,98,19,0,80,4,102,9,2,16,0,184,14
2022-10-14,52,99,25,0,91,1,105,13,3,26,3,176,20
2022-10-15,64,112,20,0,113,5,116,10,3,30,1,168,21
2022-10-16,54,127,18,0,116,3,124,7,7,32,4,142,17
2022-10-17,54,103,24,0,75,4,106,16,4,26,3,187,14
2022-10-18,55,82,15,0,79,1,90,17,0,25,2,183,23
2022-10-19,63,100,22,0,84,0,88,22,1,25,2,172,25
2022-10-20,56,106,19,0,77,1,109,15,2,32,4,162,24
2022-10-21,68,112,16,0,96,2,126,2,0,28,4,172,24
2022-10-22,67,144,27,0,112,4,127,3,6,34,4,182,48
2022-10-23,65,174,18,0,112,8,136,11,0,47,3,161,37
2022-10-24,60,135,34,0,120,3,123,12,2,36,4,172,23
2022-10-25,64,111,22,0,77,1,127,8,4,29,4,128,18
2022-10-26,69,116,28,0,74,3,83,10,5,28,3,204,13
2022-10-27,58,100,23,0,85,1,75,16,3,24,3,191,17
2022-10-28,68,107,38,0,106,1,110,12,1,21,4,167,25
2022-10-29,53,121,18,0,100,5,122,4,4,44,4,179,24
2022-10-30,54,147,25,0,84,1,116,10,4,30,0,149,22
2022-10-31,60,129,27,0,113,1,91,12,1,29,6,163,17
2022-11-01,81,135,26,0,96,0,82,21,3,28,8,212,23
2022-11-02,66,97,24,0,91,1,112,9,0,27,4,197,16
2022-11-03,80,102,23,0,74,2,103,21,1,26,6,179,23
2022-11-04,62,104,22,0,93,5,123,13,1,28,8,188,25
2022-11-05,53,106,23,0,98,1,115,6,0,23,1,152,16
2022-11-06,58,139,23,0,102,3,124,5,1,25,5,150,23
2022-11-07,58,95,23,0,88,1,88,13,0,28,4,150,18
2022-11-08,44,84,27,0,80,1,87,9,0,27,1,158,16
2022-11-09,71,94,27,0,72,2,104,7,2,18,3,154,12
2022-11-10,78,119,22,0,90,5,86,6,1,30,2,168,16
2022-11-11,58,133,23,0,91,2,98,8,3,44,2,202,16
2022-11-12,46,114,22,0,88,1,120,16,2,43,3,151,24
2022-11-13,42,113,25,0,85,4,102,12,2,41,3,138,29
2022-11-14,62,91,17,0,63,5,76,19,3,27,5,136,13
2022-11-15,50,78,21,0,72,1,74,15,3,25,3,139,16
2022-11-16,57,100,23,0,74,2,88,13,3,16,3,156,13
2022-11-17,51,85,26,0,69,2,75,11,0,30,3,143,18
2022-11-18,60,98,29,0,73,1,101,8,3,22,5,172,10
2022-11-19,50,103,15,0,78,0,82,4,1,30,4,185,26
2022-11-20,49,101,21,0,67,2,108,8,2,21,2,123,24
2022-11-21,40,89,23,0,81,2,98,10,3,41,2,139,22
2022-11-22,48,88,22,0,96,3,91,16,0,27,0,140,12
2022-11-23,59,98,19,0,89,0,133,16,0,29,3,150,24
2022-11-24,44,116,26,0,74,2,92,6,1,11,3,106,13
2022-11-25,41,90,16,0,85,1,112,7,3,34,1,147,20
2022-11-26,38,103,21,0,88,5,111,7,2,33,1,184,35
2022-11-27,56,125,20,0,65,0,98,8,1,36,4,134,32
2022-11-28,55,85,25,0,81,3,90,12,1,37,3,173,25
2022-11-29,51,108,23,0,86,2,84,14,3,26,3,157,21
2022-11-30,53,97,18,0,73,0,99,26,1,15,5,143,18
2022-12-01,59,79,25,0,62,2,82,14,0,30,9,184,17
2022-12-02,65,111,24,0,73,3,94,17,2,46,6,161,23
2022-12-03,46,108,22,0,75,2,96,7,1,26,4,147,20
2022-12-04,57,115,13,0,84,0,92,15,2,35,4,142,18
2022-12-05,63,92,27,0,69,1,86,14,3,24,3,159,24
2022-12-06,62,102,17,0,72,4,92,25,1,36,3,182,18
2022-12-07,64,95,22,0,79,7,98,11,1,37,5,177,9
2022-12-08,50,113,35,0,69,1,107,15,1,41,2,159,15
2022-12-09,49,95,17,0,71,1,111,11,1,14,6,135,22
2022-12-10,41,117,21,0,84,2,124,4,2,54,1,177,25
2022-12-11,55,119,24,0,88,3,117,14,4,40,4,150,25
2022-12-12,64,102,30,0,94,1,94,18,3,43,4,138,17
2022-12-13,63,82,32,0,80,2,78,8,1,14,0,169,17
2022-12-14,57,105,16,0,59,3,82,13,5,12,2,149,14
2022-12-15,49,79,13,0,55,1,80,9,2,24,1,168,15
2022-12-16,45,89,19,0,73,7,92,8,0,41,4,163,15
2022-12-17,49,101,21,0,71,2,108,11,1,17,4,167,20
2022-12-18,53,98,32,0,72,0,84,9,1,36,2,133,21
2022-12-19,39,91,21,0,51,1,78,17,1,17,4,157,20
2022-12-20,55,81,24,0,92,1,88,19,3,14,2,174,16
2022-12-21,53,87,22,0,78,2,98,11,3,34,1,163,22
2022-12-22,37,86,25,0,55,3,72,8,1,35,1,130,9
2022-12-23,26,69,22,0,44,2,43,4,1,22,3,91,4
2022-12-24,28,84,27,0,41,1,53,1,0,19,0,81,5
2022-12-25,41,128,17,0,53,3,54,1,0,20,4,47,5
2022-12-26,59,86,19,0,56,1,56,6,0,20,1,97,8
2022-12-27,47,76,18,0,64,0,78,11,1,27,1,147,12
2022-12-28,44,102,23,0,79,1,103,13,1,28,0,113,17
2022-12-29,38,97,29,0,95,2,95,16,2,28,4,137,11
2022-12-30,52,106,18,0,100,2,95,9,2,37,0,126,23
2022-12-31,62,121,21,0,128,2,88,6,1,26,3,102,58
2023-01-01,95,210,21,0,161,5,88,11,2,25,16,132,63
2023-01-02,45,105,14,0,99,2,87,17,2,28,3,114,32
2023-01-03,52,92,31,0,132,1,98,21,1,32,3,144,24
2023-01-04,53,81,13,0,66,0,112,20,1,37,4,148,26
2023-01-05,37,93,12,0,75,1,89,15,1,36,1,142,26
2023-01-06,51,89,32,0,91,3,88,18,6,41,2,136,27
2023-01-07,54,107,20,0,89,0,95,12,1,42,2,164,19
2023-01-08,48,115,19,0,74,0,103,22,2,42,1,87,21
2023-01-09,64,84,22,0,65,3,83,17,1,29,1,139,22
2023-01-10,52,82,30,0,59,0,84,30,5,25,3,137,14
2023-01-11,64,108,25,0,95,1,101,34,2,23,3,159,25
2023-01-12,50,99,31,0,74,1,85,22,4,37,1,144,26
2023-01-13,65,83,20,0,70,1,100,13,1,31,3,163,18
2023-01-14,69,127,17,0,90,1,125,13,0,34,5,147,34
2023-01-15,53,119,22,0,116,3,123,15,0,21,5,162,29
2023-01-16,46,108,22,0,80,3,104,26,0,27,2,123,18
2023-01-17,37,92,35,0,108,0,98,25,0,19,3,168,22
2023-01-18,63,97,15,0,87,0,93,16,0,19,3,140,18
2023-01-19,59,104,21,0,69,0,98,23,2,15,1,149,25
2023-01-20,56,104,16,0,67,3,101,15,1,22,3,160,23
2023-01-21,52,132,24,0,64,3,103,14,5,37,2,174,24
2023-01-22,42,139,10,0,80,3,82,14,4,26,3,113,43
2023-01-23,58,90,31,0,74,4,97,24,1,23,4,123,24
2023-01-24,62,90,22,0,51,0,77,21,1,23,6,145,23
2023-01-25,61,84,20,0,60,2,76,12,2,24,3,137,13
2023-01-26,59,91,28,0,44,1,63,7,2,24,1,143,12
2023-01-27,59,74,21,0,57,1,90,17,1,48,5,141,16
2023-01-28,44,103,18,0,59,1,85,18,0,41,3,145,26
2023-01-29,50,107,20,0,48,0,69,11,2,30,0,106,20
2023-01-30,53,91,26,0,52,2,67,22,1,13,5,115,19
2023-01-31,52,90,21,0,37,0,55,14,3,17,4,113,11
2023-02-01,51,107,19,0,51,2,79,11,0,12,8,149,16
2023-02-02,54,102,15,0,57,1,70,22,1,18,5,139,16
2023-02-03,41,100,19,0,59,1,88,26,2,20,1,138,17
2023-02-04,48,119,23,0,69,1,82,14,6,50,4,141,23
2023-02-05,50,124,22,0,70,1,86,20,5,16,2,124,24
2023-02-06,64,113,22,0,93,0,66,22,2,20,4,134,20
2023-02-07,51,117,17,0,65,2,80,23,1,23,4,149,23
2023-02-08,60,93,21,0,54,1,72,20,1,15,0,146,25
2023-02-09,55,106,9,0,72,2,55,20,1,14,4,125,21
2023-02-10,50,105,16,0,82,1,66,24,1,39,4,178,29
2023-02-11,58,124,14,0,81,1,98,20,2,30,3,171,27
2023-02-12,39,144,15,0,93,3,94,13,1,36,1,133,23
2023-02-13,51,101,25,0,62,0,84,13,3,22,5,138,20
2023-02-14,57,100,19,0,71,1,71,16,2,22,1,154,22
2023-02-15,58,111,19,0,62,1,68,20,4,13,3,124,17
2023-02-16,51,109,19,0,64,1,63,16,2,23,2,123,17
2023-02-17,51,105,18,0,47,2,80,26,3,16,4,169,18
2023-02-18,47,109,24,0,81,3,100,15,3,17,2,132,35
2023-02-19,63,147,26,0,84,3,113,11,6,25,3,134,24
2023-02-20,46,105,15,0,70,1,84,27,1,16,1,134,26
2023-02-21,51,89,16,0,67,1,79,17,0,15,3,126,22
2023-02-22,54,83,18,0,58,1,66,20,2,7,9,101,16
2023-02-23,65,94,28,0,50,0,74,25,1,20,1,124,30
2023-02-24,63,94,24,0,61,0,59,22,1,16,5,130,18
2023-02-25,39,111,20,0,85,2,72,10,3,22,2,137,36
2023-02-26,52,135,20,0,74,1,89,27,3,14,2,129,35
2023-02-27,58,110,18,0,64,3,56,24,4,23,8,118,24
2023-02-28,65,105,22,0,91,3,77,24,1,18,4,129,22
2023-03-01,63,98,21,0,79,2,51,18,2,24,8,172,17
2023-03-02,45,95,23,0,63,1,63,17,3,14,4,137,14
2023-03-03,60,106,15,0,68,0,79,17,1,16,3,153,28
2023-03-04,49,118,23,0,69,2,60,12,1,17,5,115,26
2023-03-05,61,124,18,0,84,3,70,13,3,29,0,113,18
2023-03-06,53,101,11,0,58,2,85,13,4,16,3,131,27
2023-03-07,59,123,14,0,77,3,53,20,0,21,4,161,29
2023-03-08,56,110,19,0,65,0,63,12,2,27,3,150,12
2023-03-09,64,94,21,0,63,0,72,6,0,17,5,139,12
2023-03-10,63,117,22,0,66,0,70,19,3,22,3,152,17
2023-03-11,39,140,18,0,76,2,81,7,3,17,6,153,23
2023-03-12,48,97,13,0,62,0,81,11,2,20,3,101,13
2023-03-13,47,90,28,0,69,2,65,20,2,32,6,147,22
2023-03-14,45,105,18,0,64,1,64,19,1,22,3,133,24
2023-03-15,57,124,25,0,71,1,72,19,2,40,2,142,22
2023-03-16,60,120,36,0,86,2,74,16,0,15,1,140,18
2023-03-17,47,84,16,0,77,2,97,17,1,21,1,147,13
2023-03-18,48,108,15,0,98,0,76,7,1,20,5,135,18
2023-03-19,65,111,19,0,77,0,100,14,1,16,4,111,32
2023-03-20,74,93,18,0,72,2,89,13,4,28,3,157,21
2023-03-21,61,113,22,0,73,2,73,22,2,17,7,154,19
2023-03-22,64,123,10,0,73,0,70,19,2,17,2,137,19
2023-03-23,84,83,11,0,76,0,68,23,3,16,1,161,24
2023-03-24,52,116,20,0,72,2,90,17,4,19,6,156,22
2023-03-25,47,127,16,0,81,1,78,12,5,29,3,150,25
2023-03-26,54,128,15,0,95,2,89,10,5,19,3,144,15
2023-03-27,57,111,12,0,85,1,60,18,3,26,1,131,21
2023-03-28,75,109,17,0,84,0,79,15,3,27,0,171,26
2023-03-29,45,99,17,0,82,2,81,16,1,28,2,164,20
2023-03-30,63,113,15,0,74,1,81,18,0,25,2,144,18
2023-03-31,57,131,22,0,89,2,92,15,2,29,3,174,17
2023-04-01,57,121,20,0,91,2,92,10,2,42,10,163,33
2023-04-02,55,127,16,0,83,3,97,15,3,23,3,132,40
2023-04-03,58,95,32,0,94,0,92,15,5,21,1,109,15
2023-04-04,66,86,11,0,91,1,85,12,1,28,1,135,20
2023-04-05,58,96,10,0,82,0,79,17,2,29,6,153,23
2023-04-06,69,103,10,0,85,0,61,17,4,16,5,152,23
2023-04-07,47,112,14,0,80,6,79,19,1,28,4,149,31
2023-04-08,55,121,12,0,82,1,88,8,1,25,4,140,22
2023-04-09,79,125,20,0,100,1,84,9,2,18,5,121,22
2023-04-10,68,135,15,0,79,2,78,19,2,25,2,129,20
2023-04-11,61,141,24,0,74,1,83,12,2,20,4,126,18
2023-04-12,72,107,17,0,90,2,87,9,3,26,3,158,30
2023-04-13,65,130,16,0,78,3,75,13,2,23,4,161,27
2023-04-14,59,157,34,0,102,4,74,10,2,22,3,180,31
2023-04-15,73,144,29,0,104,5,108,9,9,17,1,139,30
2023-04-16,56,139,21,0,109,4,89,7,2,18,1,119,23
2023-04-17,55,108,29,0,59,4,58,12,5,15,3,141,12
2023-04-18,67,108,19,0,61,1,67,15,3,21,5,173,20
2023-04-19,71,121,19,0,58,0,79,12,1,24,3,176,29
2023-04-20,62,115,22,0,75,2,70,12,8,29,9,159,21
2023-04-21,55,114,13,0,92,2,68,13,2,23,3,156,17
2023-04-22,52,140,17,0,96,2,68,9,4,34,0,160,15
2023-04-23,44,150,27,0,98,0,79,12,2,29,2,115,21
2023-04-24,54,115,25,0,53,3,44,17,2,31,3,151,14
2023-04-25,70,100,25,0,69,1,66,10,0,30,3,157,15
2023-04-26,63,104,25,0,60,1,71,12,2,25,4,144,15
2023-04-27,60,123,20,0,73,1,75,17,3,30,4,145,24
2023-04-28,65,131,14,0,61,0,65,14,5,36,4,162,22
2023-04-29,48,125,18,0,74,3,64,12,2,17,1,119,32
2023-04-30,51,123,24,0,89,4,70,7,0,27,4,152,23
2023-05-01,79,120,15,0,63,1,69,12,3,23,13,143,19
2023-05-02,68,103,19,0,81,0,57,17,0,36,1,143,15
2023-05-03,55,121,11,0,70,0,64,16,2,18,4,145,21
2023-05-04,67,132,13,0,66,0,59,11,0,20,0,161,26
2023-05-05,72,115,14,0,63,2,67,12,4,14,1,168,28
2023-05-06,63,140,18,0,89,1,81,2,4,32,7,134,26
2023-05-07,66,161,13,0,89,1,85,9,4,27,5,102,34
2023-05-08,69,102,12,0,85,1,77,16,4,20,5,157,19
2023-05-09,73,124,18,0,88,6,93,10,2,21,6,175,13
2023-05-10,71,119,19,0,73,0,77,14,3,28,4,167,31
2023-05-11,69,114,23,0,78,6,67,13,4,18,11,179,27
2023-05-12,58,105,19,0,83,6,62,9,3,23,5,175,24
2023-05-13,51,121,20,0,92,5,89,10,2,21,2,135,24
2023-05-14,66,146,18,0,79,3,85,10,0,27,0,135,24
2023-05-15,65,134,18,0,68,1,72,21,4,26,2,156,22
2023-05-16,82,134,23,0,78,5,79,10,1,17,6,153,20
2023-05-17,67,120,20,0,79,4,83,15,2,10,5,160,20
2023-05-18,69,122,22,0,84,1,71,19,3,31,4,156,24
2023-05-19,56,137,24,0,74,2,73,11,4,32,1,164,24
2023-05-20,63,141,21,0,85,1,85,7,3,14,3,161,26
2023-05-21,59,144,23,0,118,0,101,9,3,34,2,146,41
2023-05-22,66,135,25,0,105,3,93,14,2,37,9,159,24
2023-05-23,69,121,26,0,103,2,89,12,2,26,0,159,24
2023-05-24,55,111,21,0,81,1,99,16,0,31,3,153,25
2023-05-25,54,134,17,0,84,0,97,14,4,19,4,158,28
2023-05-26,59,135,17,0,79,0,77,16,2,32,1,158,35
2023-05-27,79,139,31,0,100,10,62,14,3,41,5,144,33
2023-05-28,69,156,29,0,108,2,97,11,2,25,10,165,28
2023-05-29,68,120,21,0,92,0,93,10,6,31,4,137,49
2023-05-30,52,140,21,0,79,0,62,13,3,19,5,155,31
2023-05-31,66,119,23,0,74,2,72,12,4,19,1,142,34
2023-06-01,79,129,27,0,84,1,55,15,0,17,13,188,25
2023-06-02,67,146,22,0,84,3,80,11,6,15,3,187,29
2023-06-03,70,156,22,0,83,5,91,13,3,33,3,150,35
2023-06-04,65,166,21,0,82,5,93,8,1,25,2,151,18
2023-06-05,77,129,29,0,95,2,92,13,2,26,2,170,31
2023-06-06,71,129,22,0,94,2,69,14,4,10,4,169,31
2023-06-07,76,122,19,0,69,1,83,13,3,23,3,168,18
2023-06-08,64,115,14,0,79,1,69,13,2,15,4,156,18
2023-06-09,60,106,20,0,80,2,84,10,3,24,3,162,24
2023-06-10,62,154,24,0,104,1,74,7,1,30,2,186,22
