date,ARSON,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,ATTEMPTED ROBBERY,BATTERY - SIMPLE ASSAULT,BATTERY ON A FIREFIGHTER,BATTERY POLICE (SIMPLE),BATTERY WITH SEXUAL CONTACT,BIKE - STOLEN,BOMB SCARE,BRANDISH WEAPON,BUNCO ATTEMPT,BUNCO GRAND THEFT,BUNCO PETTY THEFT,BURGLARY,BURGLARY FROM VEHICLE,BURGLARY FROM VEHICLE ATTEMPTED,BURGLARY ATTEMPTED,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,CHILD ANNOYING (17YRS & UNDER),CHILD NEGLECT (SEE 300 W.I.C.),CHILD PORNOGRAPHY,CHILD STEALING,CONTEMPT OF COURT,COUNTERFEIT,CREDIT CARDS FRAUD USE ($950.01 & OVER),CRIMINAL HOMICIDE,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),CRUELTY TO ANIMALS,DEFRAUDING INNKEEPER/THEFT OF SERVICES $950 & UNDER,DISCHARGE FIREARMS/SHOTS FIRED,DISTURBING THE PEACE,DOCUMENT FORGERY / STOLEN FELONY,DOCUMENT WORTHLESS ($200.01 & OVER),DRIVING WITHOUT OWNER CONSENT (DWOC),EMBEZZLEMENT GRAND THEFT ($950.01 & OVER),EMBEZZLEMENT PETTY THEFT ($950 & UNDER),EXTORTION,FAILURE TO YIELD,FALSE IMPRISONMENT,FALSE POLICE REPORT,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,ILLEGAL DUMPING,INDECENT EXPOSURE,INTIMATE PARTNER - AGGRAVATED ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT,KIDNAPPING,KIDNAPPING - GRAND ATTEMPT,LETTERS LEWD  -  TELEPHONE CALLS LEWD,LEWD CONDUCT,ORAL COPULATION,OTHER ASSAULT,OTHER MISCELLANEOUS CRIME,PANDERING,PEEPING TOM,PICKPOCKET,PIMPING,PROWLER,PURSE SNATCHING,RAPE ATTEMPTED,RAPE FORCIBLE,RECKLESS DRIVING,RESISTING ARREST,ROBBERY,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,SEXUNLAWFUL(INC MUTUAL CONSENT PENETRATION W/ FRGN OBJ,SEXUAL PENETRATION W/FOREIGN OBJECT,SHOPLIFTING - PETTY THEFT ($950 & UNDER),SHOPLIFTING-GRAND THEFT ($950.01 & OVER),SHOTS FIRED AT INHABITED DWELLING,SHOTS FIRED AT MOVING VEHICLE TRAIN OR AIRCRAFT,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,STALKING,THEFT FROM MOTOR VEHICLE - ATTEMPT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),THEFT OF IDENTITY,THEFT PLAIN - ATTEMPT,THEFT PLAIN - PETTY ($950 & UNDER),THEFT PERSON,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,THREATENING PHONE CALLS/LETTERS,THROWING OBJECT AT MOVING VEHICLE,TRESPASSING,UNAUTHORIZED COMPUTER ACCESS,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),VANDALISM - MISDEAMEANOR ($399 OR UNDER),VEHICLE - ATTEMPT STOLEN,VEHICLE - STOLEN,VEHICLE STOLEN - OTHER (MOTORIZED SCOOTERS BIKES ETC),VIOLATION OF COURT ORDER,VIOLATION OF RESTRAINING ORDER,VIOLATION OF TEMPORARY RESTRAINING ORDER
2019-12-24,1,0,32,1,32,0,1,0,1,0,10,1,4,1,43,38,0,0,1,1,0,1,0,1,1,0,0,1,19,3,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,6,39,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,2,20,2,0,1,23,1,1,0,0,0,0,13,34,18,1,43,4,20,0,1,7,0,31,18,1,45,0,7,9,0
2019-12-25,2,0,27,0,37,0,1,1,1,0,9,0,3,1,31,35,0,1,1,1,0,0,0,0,1,0,0,1,10,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,43,0,0,8,2,0,2,2,0,0,0,0,0,0,0,1,0,0,11,0,0,0,1,0,1,0,0,0,1,3,21,12,0,21,2,16,0,0,7,1,26,21,0,46,0,6,9,0
2019-12-26,0,0,15,0,41,0,0,1,6,0,9,0,7,0,31,41,0,3,0,2,0,0,0,0,2,0,0,0,11,0,0,0,1,1,0,0,0,4,0,1,0,0,0,1,0,2,9,22,0,0,1,0,1,2,6,0,0,1,0,0,0,0,2,0,0,16,2,0,1,14,6,0,0,2,0,0,7,21,20,0,39,3,17,0,0,10,0,34,13,1,39,1,7,7,0
2019-12-27,0,0,22,4,37,0,1,5,1,0,8,0,2,1,41,44,1,1,0,1,0,0,0,0,2,0,0,0,19,0,0,0,0,0,3,0,0,1,1,1,0,0,0,1,0,1,3,22,1,0,2,0,0,2,3,0,0,2,0,0,0,1,4,1,1,22,1,0,0,15,1,0,0,0,0,0,11,24,29,0,49,1,20,0,4,4,0,29,11,1,44,0,5,6,0
2019-12-28,1,3,29,5,43,0,2,3,2,0,10,0,2,0,45,52,0,2,0,0,0,0,0,0,2,0,0,0,10,1,0,0,2,0,4,0,0,3,0,1,0,1,0,1,0,0,11,27,0,0,3,0,0,3,4,0,0,3,0,1,0,0,1,0,0,20,0,0,0,18,4,1,0,0,0,3,7,25,19,0,47,0,15,0,5,5,1,38,22,3,41,0,4,6,1
2019-12-29,1,0,30,0,42,0,1,1,2,0,16,0,2,1,31,46,1,2,0,1,1,0,0,0,0,0,0,0,17,0,0,2,1,1,1,0,0,0,0,2,2,0,0,0,1,0,11,22,0,1,6,0,1,5,2,0,0,0,0,0,0,0,3,0,0,32,0,1,1,18,1,1,0,0,0,0,16,25,16,1,25,5,9,0,1,6,0,39,18,0,46,0,2,7,0
2019-12-30,2,0,25,4,36,0,0,0,4,0,2,0,2,5,43,44,0,2,1,2,0,2,0,0,2,0,0,0,14,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,7,29,0,0,4,0,0,4,2,0,0,0,0,0,0,2,0,0,0,24,1,1,1,13,4,0,3,0,0,1,13,30,27,0,32,3,16,0,0,12,0,37,17,1,52,0,4,6,0
2019-12-31,1,0,35,4,37,0,0,2,5,1,7,0,3,1,37,58,0,7,0,5,0,0,0,0,0,0,0,0,8,1,0,2,6,0,3,0,0,3,0,0,0,1,1,0,0,0,13,21,0,0,5,0,0,1,2,0,0,0,0,0,0,1,5,1,1,26,2,0,1,15,0,1,0,1,0,0,6,32,28,0,29,6,13,0,1,2,0,37,22,1,44,0,5,8,1
2020-01-01,4,0,47,5,74,1,5,25,9,1,6,0,4,3,31,50,0,0,1,19,13,5,0,0,0,0,0,1,16,69,0,0,5,2,6,0,0,8,2,1,0,1,0,0,0,3,19,88,0,0,28,3,11,3,7,0,0,1,3,0,0,3,22,0,1,29,1,20,12,10,7,0,0,6,1,2,6,37,214,0,35,8,42,0,0,5,4,37,37,1,33,0,1,6,0
2020-01-02,5,0,25,0,43,0,1,2,5,0,6,2,4,1,29,31,0,1,0,2,0,0,0,0,0,0,0,0,22,0,0,0,1,0,3,0,0,5,0,3,0,0,0,0,0,0,4,30,2,0,5,0,0,2,5,0,0,0,2,0,0,1,3,0,0,20,1,0,0,19,4,0,0,0,0,1,16,26,29,1,39,3,17,0,1,8,1,28,17,1,34,0,8,7,0
2020-01-03,1,0,18,1,42,0,2,3,5,0,11,0,7,4,30,36,0,5,0,1,0,2,0,0,3,0,0,0,8,3,0,0,0,1,6,0,0,3,0,1,0,1,0,1,1,1,6,36,1,1,5,2,1,2,3,1,0,0,0,0,0,0,1,1,0,29,1,0,2,14,2,0,2,1,0,1,20,37,32,1,48,2,21,1,0,5,1,35,26,1,44,0,3,8,0
2020-01-04,1,0,24,1,59,0,1,3,4,0,9,0,1,8,28,46,0,4,0,0,0,1,0,0,0,0,0,0,18,0,0,0,3,0,4,0,0,3,0,3,1,2,0,0,0,1,8,31,0,1,6,0,0,2,6,0,2,1,0,0,0,0,4,0,0,23,0,1,0,17,1,3,1,0,1,0,8,19,17,0,34,5,11,0,1,6,0,31,12,2,43,0,7,9,1
2020-01-05,1,1,21,4,49,0,0,3,4,0,7,0,1,1,35,34,0,4,0,3,0,1,0,0,1,0,0,0,12,1,0,0,2,3,2,0,1,2,0,4,2,0,1,0,0,0,7,31,0,0,5,2,1,9,3,0,2,0,0,0,0,0,0,0,0,13,0,1,1,8,0,1,6,0,0,1,10,29,17,1,26,4,14,0,1,4,0,35,16,1,42,0,6,9,0
2020-01-06,1,0,28,3,41,0,3,7,4,0,5,1,4,2,35,47,1,1,0,0,2,0,0,0,1,1,0,4,16,0,0,0,0,1,7,0,0,4,0,1,0,0,0,1,0,0,5,30,0,1,4,1,0,3,3,0,2,0,0,0,0,0,1,0,1,22,0,0,1,21,1,0,0,0,0,0,7,37,28,0,33,7,24,0,0,7,0,28,26,2,64,0,3,9,0
2020-01-07,1,0,24,11,41,0,2,4,4,2,6,0,6,1,28,43,0,2,0,1,3,1,0,0,1,0,0,0,6,3,0,0,2,2,3,0,0,1,0,3,0,0,0,0,0,1,4,30,0,0,1,0,0,2,4,1,0,0,0,1,0,0,1,0,1,17,1,1,0,16,5,1,0,0,0,1,14,28,32,1,36,2,18,0,0,8,2,26,15,2,50,1,4,9,0
2020-01-08,3,0,21,3,51,0,0,2,6,1,10,0,11,2,20,37,1,1,0,0,0,0,0,1,1,0,0,0,9,1,0,0,1,0,5,0,0,3,0,1,0,0,0,1,0,0,5,24,0,0,3,0,0,1,5,0,1,0,1,0,0,0,3,0,2,20,0,0,1,17,2,0,0,0,0,0,17,30,29,0,25,5,13,0,0,9,1,49,23,0,47,0,5,8,0
2020-01-09,3,0,18,3,40,0,1,6,4,1,9,0,5,0,31,37,0,2,0,6,1,0,1,0,1,0,0,1,22,0,0,0,1,0,5,0,0,5,0,3,0,3,0,1,0,1,8,28,0,0,3,0,0,2,8,2,0,0,0,1,1,0,3,0,0,17,1,0,0,22,2,0,0,0,0,0,13,28,28,0,48,4,26,0,0,14,2,23,19,2,46,1,2,8,0
2020-01-10,1,0,28,4,46,0,8,3,8,0,11,1,7,3,46,48,1,6,0,3,1,0,0,0,0,0,1,3,10,2,0,0,2,0,4,1,0,3,0,1,2,0,0,0,0,2,7,28,0,0,8,0,0,3,4,0,0,0,0,0,0,0,1,0,0,18,0,2,2,11,4,1,0,0,0,0,11,32,25,0,40,5,22,0,0,13,0,31,27,0,57,0,6,7,1
2020-01-11,0,0,23,2,54,0,1,3,5,0,9,0,5,4,30,55,1,4,0,2,0,0,0,0,3,0,0,0,15,0,0,0,1,2,0,0,0,2,0,1,1,0,0,0,0,1,9,26,0,0,7,0,1,0,4,0,0,0,0,0,0,0,2,0,0,21,0,0,2,11,4,4,0,1,0,0,4,27,20,1,38,5,17,1,0,6,0,32,24,1,43,0,4,6,1
2020-01-12,0,0,28,2,62,0,1,2,6,1,6,0,2,2,27,37,0,2,2,4,0,0,0,0,0,0,0,1,4,0,0,0,2,1,2,0,0,0,1,1,0,0,0,1,0,0,10,41,0,0,7,0,1,2,2,0,0,0,0,0,0,0,4,0,1,23,0,0,0,15,3,1,0,0,0,1,15,20,12,1,23,4,15,1,0,10,0,33,26,1,39,1,3,5,1
2020-01-13,2,0,30,3,42,0,2,9,6,0,13,0,4,2,29,35,0,3,1,3,1,0,0,0,1,0,0,0,16,1,0,0,1,1,7,0,0,1,0,0,0,0,0,0,0,1,9,19,0,0,4,0,0,4,3,0,0,0,1,0,0,0,1,0,1,19,0,0,2,11,5,0,0,1,0,1,12,34,21,0,41,6,19,1,0,9,2,34,18,2,50,0,6,10,0
2020-01-14,0,0,14,3,37,0,2,0,7,0,5,0,8,2,33,38,0,1,0,3,0,1,2,1,4,0,0,1,16,2,0,0,1,1,1,0,0,2,0,4,1,0,0,0,0,2,5,31,0,0,7,0,0,4,5,0,0,0,0,0,0,0,3,0,0,21,1,3,0,15,4,1,0,0,0,0,20,27,41,0,39,1,18,1,1,5,0,27,16,1,53,0,5,6,0
2020-01-15,0,0,22,2,54,0,1,2,3,2,6,0,6,4,31,61,1,0,1,2,1,2,0,0,1,0,0,0,10,1,0,1,1,1,9,0,0,4,1,2,0,0,0,0,0,1,5,25,0,1,7,0,2,2,5,0,1,1,0,1,0,0,4,0,5,14,2,0,0,20,5,0,0,0,0,0,15,25,34,0,55,6,36,0,0,7,1,33,30,0,39,1,4,1,0
2020-01-16,0,0,28,9,36,0,1,3,4,0,10,0,4,1,38,45,1,6,0,2,0,0,0,0,2,0,0,0,16,4,0,0,2,1,1,0,0,3,0,2,0,0,0,1,0,2,11,25,0,0,6,1,1,0,8,1,0,0,0,0,0,0,3,0,1,18,1,0,1,15,3,0,0,0,0,0,20,35,39,0,36,2,23,1,2,8,1,29,24,0,37,0,9,4,1
2020-01-17,1,0,27,2,53,0,0,6,4,1,9,0,6,3,37,48,2,4,2,2,0,2,0,0,0,0,0,1,20,0,0,1,0,0,2,0,0,1,0,1,0,1,0,1,0,1,6,27,0,1,5,0,1,2,2,0,0,0,0,0,2,0,4,0,0,21,2,2,0,17,5,0,1,0,0,2,16,27,39,1,55,6,17,0,0,4,0,47,27,1,47,1,8,9,0
2020-01-18,2,0,26,6,58,0,2,1,5,0,1,1,5,1,36,60,0,3,3,1,1,0,0,1,0,1,0,0,12,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,8,36,0,0,5,0,1,1,2,0,0,0,0,0,0,0,1,0,0,15,0,1,1,21,6,1,0,1,0,1,13,31,17,1,30,2,15,0,0,6,0,35,25,1,39,1,3,12,0
2020-01-19,2,0,41,3,52,0,3,2,9,1,8,0,3,1,24,47,0,3,0,3,0,1,0,1,1,0,0,3,9,0,0,1,4,0,1,0,0,3,1,1,0,0,4,0,0,0,9,32,0,0,7,0,0,2,4,0,1,0,0,1,0,0,5,0,1,25,0,1,2,17,3,3,0,0,0,0,11,25,23,0,31,3,17,1,1,4,0,41,15,1,43,0,5,8,1
2020-01-20,4,0,19,3,51,0,0,3,2,0,7,0,4,4,43,42,0,4,1,3,1,1,0,1,1,0,0,1,15,1,0,0,2,0,5,0,0,0,0,1,0,1,0,1,0,1,4,33,0,0,7,1,2,3,9,0,0,0,0,0,0,0,3,0,1,24,0,2,0,13,1,6,0,0,0,0,11,36,38,0,39,4,15,1,2,10,2,25,14,1,47,0,7,6,0
2020-01-21,0,0,21,5,49,0,0,4,6,0,10,1,11,5,32,53,0,7,3,4,2,0,0,0,2,0,0,1,9,1,0,0,2,1,6,0,0,3,0,1,1,0,0,1,0,0,7,34,1,0,4,1,0,1,6,0,0,0,1,0,0,0,1,0,1,17,2,0,1,19,3,0,0,1,0,0,15,26,29,0,40,1,22,0,0,9,0,34,20,3,46,0,4,3,0
2020-01-22,0,0,18,1,42,0,4,5,6,1,5,0,6,1,29,41,0,4,0,6,2,2,0,0,4,0,0,2,19,1,0,1,2,1,1,0,0,3,0,0,0,0,0,1,0,0,17,24,0,0,3,1,1,8,4,0,0,0,0,2,0,0,0,0,3,30,1,1,0,26,4,1,0,1,0,1,17,20,21,2,36,6,25,0,0,8,0,28,15,1,42,0,5,5,0
2020-01-23,0,0,24,4,58,0,1,8,6,0,5,0,6,3,22,48,0,1,0,0,2,0,0,0,1,2,0,1,12,0,0,0,1,0,2,0,0,3,0,2,1,0,0,0,0,2,10,30,1,1,8,2,0,3,6,0,0,0,0,0,1,0,2,0,0,26,5,0,1,13,6,0,0,0,0,0,10,31,22,0,44,8,19,1,0,5,0,41,23,0,42,0,2,9,0
2020-01-24,1,0,37,1,43,0,7,5,3,1,16,0,7,5,41,62,1,2,0,1,1,0,0,0,1,0,0,1,8,0,0,1,0,3,4,0,0,2,0,1,0,0,0,0,0,1,10,41,0,1,2,2,1,1,3,0,0,0,0,0,0,0,3,0,0,29,0,0,0,12,0,0,2,1,0,0,16,28,23,0,41,3,21,0,1,4,2,33,22,1,42,3,4,8,0
2020-01-25,4,0,29,6,45,0,2,3,5,0,8,0,2,3,25,59,0,4,0,1,0,3,0,0,1,0,0,2,13,1,0,1,3,0,2,0,0,3,0,0,0,0,0,0,0,0,13,33,0,0,3,1,0,3,5,0,0,0,0,0,0,0,3,0,0,24,0,2,1,19,3,1,0,0,0,0,10,30,21,1,40,6,20,0,1,14,0,41,20,0,47,0,5,4,0
2020-01-26,0,0,29,5,63,0,2,1,7,0,9,0,4,4,24,58,2,4,0,2,0,0,0,0,1,1,0,0,11,3,0,1,4,2,1,0,1,1,0,0,1,0,0,1,0,2,7,53,1,0,6,0,2,0,6,0,0,0,0,0,0,0,5,0,0,13,1,1,0,20,2,1,0,0,0,0,12,34,15,0,32,7,23,0,0,9,0,30,15,0,51,2,4,4,0
2020-01-27,1,0,38,3,36,0,1,2,6,0,6,0,7,6,33,47,0,2,0,4,2,0,0,0,0,0,0,0,17,4,0,2,1,1,5,0,2,1,0,0,0,0,0,0,0,2,8,25,2,0,7,3,0,2,6,0,0,0,0,0,0,1,2,1,0,25,2,2,2,14,1,0,0,0,1,0,12,29,27,1,46,6,22,0,0,6,0,37,15,0,39,0,6,12,0
2020-01-28,1,0,26,5,45,0,1,1,5,1,6,0,4,4,32,66,0,3,1,7,1,2,0,0,3,0,0,2,13,1,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,7,29,2,2,9,0,1,4,5,0,0,0,0,0,0,1,2,0,0,26,0,1,0,24,1,1,0,0,0,0,14,32,26,0,39,6,19,0,0,7,0,36,10,0,53,0,5,6,2
2020-01-29,2,0,27,2,52,0,2,3,2,1,6,0,7,1,35,49,0,2,0,5,1,0,0,0,0,0,0,1,4,0,0,0,0,0,6,0,0,1,0,2,0,0,0,0,0,0,3,25,0,1,6,0,2,2,6,0,1,0,0,1,0,0,1,0,1,26,4,0,0,19,6,0,0,0,0,0,14,32,31,0,43,6,18,0,0,12,0,38,21,1,45,1,4,9,0
2020-01-30,2,0,25,2,46,0,1,3,3,1,3,0,3,4,33,43,1,1,0,4,1,0,1,1,1,0,0,1,15,3,0,2,0,1,4,0,0,3,0,2,0,0,1,1,0,1,8,26,0,0,4,1,0,3,4,0,0,0,0,0,0,0,3,0,4,20,0,0,1,24,6,1,0,0,0,0,12,36,36,2,32,5,15,0,0,11,0,38,21,1,49,0,3,9,1
2020-01-31,2,0,24,1,70,0,0,1,3,1,7,0,5,6,35,41,0,2,0,6,1,0,0,0,6,0,0,2,17,1,0,0,1,0,2,0,0,2,0,0,1,0,0,1,0,0,8,21,0,0,2,0,2,3,9,0,0,0,1,0,0,0,1,0,0,21,5,1,1,20,0,1,0,1,0,0,21,31,40,0,48,4,26,1,0,9,0,43,27,1,56,1,5,11,0
2020-02-01,2,0,21,5,56,1,2,6,4,1,7,0,9,1,43,47,0,4,0,9,3,1,0,0,2,0,1,1,12,7,0,1,1,0,0,0,0,3,1,1,1,0,0,5,0,1,10,33,1,0,12,1,4,5,5,0,0,0,1,0,0,0,11,0,0,25,0,8,3,21,3,1,0,1,1,0,19,41,87,0,48,2,29,1,0,8,1,31,23,1,48,1,2,5,1
2020-02-02,2,0,31,0,56,0,3,4,2,0,11,0,3,3,34,43,1,7,1,5,1,1,0,1,4,0,0,0,13,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,13,47,2,1,5,0,1,3,5,0,2,0,0,0,0,0,3,0,0,26,1,0,0,20,3,2,0,0,0,0,18,41,35,0,38,5,20,0,1,6,0,43,30,1,53,2,4,7,1
2020-02-03,0,0,19,0,50,0,0,2,5,1,3,2,10,3,28,43,0,0,1,0,0,0,0,0,3,0,0,0,8,1,0,0,1,4,3,0,1,3,0,0,1,0,0,1,0,2,6,43,0,0,11,0,1,5,5,0,0,1,0,0,0,0,3,1,0,17,2,0,1,13,0,1,0,0,0,0,14,29,37,0,42,9,15,0,0,9,2,28,16,3,39,1,6,5,0
2020-02-04,0,0,15,4,59,0,6,5,7,0,7,0,8,5,34,37,0,5,0,3,1,0,0,0,7,0,0,1,13,2,0,2,1,0,6,0,1,3,0,2,1,1,0,0,0,1,6,25,1,0,6,2,0,0,4,0,0,0,0,0,1,0,3,0,0,18,0,1,0,11,3,0,0,0,1,0,15,28,34,2,35,3,20,0,0,2,2,31,12,1,34,0,4,8,0
2020-02-05,2,0,25,1,55,0,4,5,3,0,4,4,9,6,46,52,0,5,0,8,1,0,1,0,1,0,0,0,19,1,0,1,1,1,3,0,0,4,0,2,0,0,1,0,0,1,8,26,0,1,5,1,1,1,6,0,0,0,0,0,1,0,2,0,1,18,1,2,2,11,2,0,0,0,0,0,22,33,27,0,31,3,21,0,1,10,1,36,15,3,52,0,8,4,0
2020-02-06,2,0,19,1,35,0,2,4,3,0,7,0,2,6,33,40,1,4,0,3,1,0,0,0,0,0,1,0,13,2,1,1,1,2,6,0,0,5,1,2,0,0,0,1,0,0,8,21,0,0,5,0,1,5,5,0,1,0,1,0,1,0,2,0,1,15,1,0,0,18,2,0,0,0,0,1,16,25,22,1,42,2,19,0,1,10,0,31,16,1,48,0,3,7,1
2020-02-07,3,0,25,4,51,0,1,10,7,1,4,1,9,4,47,42,0,0,1,2,3,0,0,1,2,0,0,0,13,0,0,1,0,2,4,0,0,4,0,2,1,0,0,0,0,1,8,28,1,1,7,0,0,4,6,0,0,2,1,2,0,0,5,0,0,14,0,2,0,15,4,0,0,1,0,0,23,32,29,0,41,7,18,0,0,13,0,42,15,2,58,1,6,4,0
2020-02-08,1,0,28,5,54,0,1,6,4,0,11,1,3,3,33,57,2,2,0,3,3,0,0,1,2,0,0,1,8,1,0,1,2,1,1,0,0,7,0,2,1,0,0,0,0,2,7,43,0,1,4,0,0,1,8,0,1,1,0,0,0,0,4,0,0,24,1,2,3,14,0,0,0,0,0,1,12,33,22,0,37,4,18,0,0,7,1,39,22,0,39,0,2,8,2
2020-02-09,1,1,32,5,50,0,2,8,2,0,4,0,1,1,24,40,0,0,0,1,0,2,1,0,2,0,0,0,9,3,0,1,2,1,1,0,0,2,0,1,1,0,0,0,0,0,5,31,0,0,2,0,2,2,4,0,0,1,0,0,0,0,2,0,0,23,0,1,2,17,2,0,0,0,0,0,8,18,28,0,30,9,15,0,2,7,1,38,21,1,42,0,3,5,0
2020-02-10,2,0,27,2,54,0,2,3,4,1,11,1,8,3,46,59,1,3,0,8,3,1,0,0,1,0,0,1,16,1,0,2,0,0,4,1,0,3,0,0,1,0,0,0,0,3,5,26,0,0,4,1,0,3,5,0,0,0,0,1,0,0,5,0,0,20,0,0,2,15,3,1,0,0,1,0,15,26,42,1,37,2,20,0,1,12,0,31,18,0,43,1,5,1,1
2020-02-11,2,0,23,1,39,0,2,2,3,2,8,0,5,3,26,41,1,1,0,5,1,2,1,0,0,0,0,3,18,1,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,5,25,0,0,4,2,0,5,10,0,0,0,0,0,0,0,1,0,1,27,0,0,1,19,0,0,0,0,1,0,21,30,25,0,37,1,23,0,2,9,0,33,17,1,43,0,2,7,1
2020-02-12,0,0,20,4,48,0,1,3,4,0,5,0,4,6,33,45,1,2,0,4,4,1,0,4,3,0,0,1,17,1,0,0,0,2,9,0,0,2,0,1,1,0,0,2,0,0,4,27,0,0,4,0,0,3,4,0,0,1,1,0,0,1,3,0,0,20,1,4,1,13,4,0,0,0,0,0,15,33,28,0,47,3,21,0,0,10,0,30,11,1,29,0,9,8,0
2020-02-13,3,2,27,5,46,0,2,1,9,0,12,2,6,1,40,49,1,1,0,1,1,1,0,0,0,0,0,0,19,3,0,0,1,0,5,0,0,3,0,2,2,1,0,0,0,1,9,22,1,1,3,1,0,3,7,1,0,0,0,0,0,1,2,1,0,21,3,1,1,11,1,0,0,1,1,1,12,33,32,1,46,7,18,0,2,8,0,50,14,0,54,1,4,7,2
2020-02-14,0,0,24,4,50,1,2,3,4,1,9,0,5,3,42,39,1,2,1,2,0,1,0,2,4,0,1,1,12,1,1,1,0,2,8,0,0,6,0,2,0,0,1,1,0,1,6,35,3,0,7,0,1,0,5,0,0,0,0,0,0,0,1,0,1,31,1,0,2,20,3,0,0,1,2,1,16,27,38,0,35,4,34,1,1,15,1,32,15,0,55,0,8,6,0
2020-02-15,0,0,25,1,57,0,4,5,3,0,6,1,5,1,37,52,0,2,1,7,0,2,0,0,3,0,0,1,15,1,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,1,3,34,0,0,10,0,1,4,9,0,0,0,0,1,1,0,5,0,1,22,0,0,0,18,1,0,0,1,0,1,5,26,25,0,37,5,20,2,0,6,0,42,16,1,41,1,4,6,2
2020-02-16,1,0,27,4,60,0,1,1,0,0,6,0,3,0,33,29,3,0,0,4,2,0,0,0,2,0,1,0,6,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,16,49,0,0,4,2,0,2,1,0,0,0,0,0,0,0,4,0,1,17,1,0,3,11,2,0,0,1,0,2,10,30,21,0,46,3,19,0,0,8,0,33,22,0,45,0,5,5,0
2020-02-17,2,0,34,3,54,0,1,4,5,0,5,0,3,3,37,37,1,5,0,4,0,0,0,0,1,1,1,0,16,2,0,0,2,2,4,0,0,2,0,2,1,0,0,0,1,0,9,26,1,0,4,0,0,3,5,0,0,0,0,0,0,1,2,0,0,20,1,2,0,21,2,1,1,0,0,0,13,31,18,0,37,5,20,1,1,8,0,42,31,1,42,0,2,3,0
2020-02-18,1,0,26,4,41,0,1,6,8,0,7,0,7,5,33,43,0,5,0,3,2,0,0,0,0,0,0,0,23,1,1,0,0,3,5,0,0,2,0,1,0,0,0,0,0,3,10,14,1,0,4,0,0,5,6,0,0,0,0,0,0,1,1,0,1,23,2,3,0,16,6,0,0,0,1,1,11,28,28,0,32,4,19,0,0,13,1,23,28,1,38,0,4,8,1
2020-02-19,0,0,27,5,38,0,3,2,3,0,5,0,7,2,26,54,0,6,0,0,0,1,2,2,1,0,0,1,14,1,0,0,1,2,4,0,0,3,0,1,2,1,0,2,0,1,10,28,0,0,2,1,0,3,8,1,1,0,1,0,0,0,1,0,0,19,3,0,1,20,2,1,0,0,0,1,14,26,27,0,38,6,9,0,2,10,1,39,17,0,47,0,5,7,1
2020-02-20,1,0,13,0,42,0,0,4,6,0,11,0,5,1,28,53,2,1,0,5,1,0,0,0,0,0,0,0,19,2,0,0,0,1,5,0,0,1,0,3,0,0,0,0,0,0,8,32,0,1,7,0,0,6,10,0,0,1,1,0,0,0,0,0,1,31,0,4,0,13,2,1,0,1,0,1,17,32,25,0,33,3,21,0,0,8,1,26,14,1,58,0,9,9,0
2020-02-21,1,2,23,4,42,0,0,2,7,0,5,0,6,3,44,52,1,1,0,2,0,0,0,0,2,0,0,1,13,2,0,1,2,1,2,0,1,1,0,3,1,0,0,0,0,0,5,35,0,0,7,0,2,2,12,1,0,0,0,0,0,0,2,0,0,24,2,0,1,24,3,1,0,1,0,0,21,21,30,0,47,4,17,1,2,7,1,49,26,0,54,0,2,9,1
2020-02-22,2,0,23,3,50,1,1,3,6,0,11,0,6,2,32,48,0,1,0,4,0,1,0,0,2,0,0,3,17,3,0,1,1,1,4,0,0,1,0,1,0,1,0,0,0,0,13,34,0,0,2,0,0,8,1,0,0,0,0,1,0,2,4,0,0,22,0,2,1,17,3,0,0,2,0,1,13,33,16,0,34,2,25,0,0,7,0,60,24,0,34,1,4,7,1
