date,Aggravated Assault Firearm,Aggravated Assault No Firearm,All Other Offenses,Arson,Burglary Non-Residential,Burglary Residential,DRIVING UNDER THE INFLUENCE,Disorderly Conduct,Embezzlement,Forgery and Counterfeiting,Fraud,Gambling Violations,Homicide - Criminal,Liquor Law Violations,Motor Vehicle Theft,Narcotic / Drug Law Violations,Offenses Against Family and Children,Other Assaults,Other Sex Offenses (Not Commercialized),Prostitution and Commercialized Vice,Public Drunkenness,Rape,Receiving Stolen Property,Robbery Firearm,Robbery No Firearm,Theft from Vehicle,Thefts,Vagrancy/Loitering,Vandalism/Criminal Mischief,Weapon Violations
2009-01-21,5,10,96,2,11,22,15,9,2,0,38,0,1,0,10,43,0,45,6,6,2,1,0,10,13,34,64,8,47,3
2009-01-22,8,14,92,1,4,30,11,12,2,3,36,0,0,0,4,46,0,58,5,5,0,4,0,9,15,37,51,7,35,3
2009-01-23,8,17,82,1,5,32,15,15,1,1,38,0,0,1,3,58,0,67,5,0,0,2,0,12,24,48,68,9,39,11
2009-01-24,13,14,118,0,7,23,21,2,0,1,18,0,2,1,9,44,0,57,3,4,3,3,0,13,4,37,41,2,57,4
2009-01-25,4,20,119,2,3,20,30,6,1,3,10,0,0,0,4,31,0,61,2,0,1,0,0,10,14,27,38,0,45,4
2009-01-26,4,9,56,1,8,21,20,3,2,4,30,0,0,0,5,21,2,64,4,0,0,4,4,7,14,41,52,0,38,2
2009-01-27,6,16,98,5,6,32,10,13,2,1,40,0,0,0,5,49,0,63,4,0,0,3,0,13,16,36,61,0,37,7
2009-01-28,2,11,83,1,0,20,8,5,1,0,28,0,1,0,3,51,0,43,4,0,0,4,0,7,12,31,41,3,19,2
2009-01-29,4,8,110,0,4,27,7,10,1,4,27,0,0,0,5,38,0,61,3,9,1,1,0,10,10,36,60,2,30,5
2009-01-30,3,16,53,4,2,27,17,13,4,4,46,0,0,2,6,39,0,71,3,0,4,3,0,18,17,28,53,2,33,8
2009-01-31,7,15,103,2,3,13,31,6,1,2,22,0,1,0,2,44,0,30,3,1,1,1,2,8,8,37,43,2,32,3
2009-02-01,9,22,110,1,1,19,29,11,0,0,10,0,1,3,3,18,0,61,1,0,0,4,0,9,12,37,38,1,50,1
2009-02-02,5,17,56,1,8,22,16,12,0,1,35,0,4,1,6,27,0,73,3,0,0,7,0,10,9,47,64,0,39,3
2009-02-03,5,11,102,1,7,26,17,12,2,1,28,1,0,0,8,43,0,55,0,0,4,4,1,12,22,44,49,6,39,2
2009-02-04,3,6,106,1,3,18,11,12,2,1,26,0,0,3,1,35,0,43,5,6,0,1,0,9,10,32,44,1,29,5
2009-02-05,3,10,103,2,3,16,13,6,4,4,41,0,0,1,2,35,1,45,3,4,2,1,0,12,12,38,43,2,29,3
2009-02-06,3,14,65,0,3,22,23,5,2,2,28,1,0,1,7,56,0,51,0,7,0,0,0,11,11,28,53,4,27,2
2009-02-07,5,11,86,2,0,16,27,15,0,3,21,0,0,2,4,46,0,62,4,5,1,5,0,12,7,41,45,5,38,7
2009-02-08,2,18,175,2,5,19,22,10,0,0,10,0,1,2,4,16,0,76,2,0,1,2,0,7,13,36,41,0,55,3
2009-02-09,6,20,114,2,5,21,8,7,1,2,34,0,3,0,9,27,0,70,5,0,0,2,0,7,13,44,56,1,41,2
2009-02-10,7,7,99,2,3,20,13,14,1,2,38,1,0,1,11,76,1,68,6,6,3,4,0,8,15,43,65,8,30,5
2009-02-11,6,9,124,0,5,12,13,25,0,5,30,0,0,1,6,67,0,61,4,6,4,2,1,9,13,41,57,3,55,5
2009-02-12,3,14,83,3,13,28,11,13,1,2,36,0,0,1,7,45,0,57,4,3,2,4,0,9,11,50,56,1,58,4
2009-02-13,6,24,45,0,6,25,12,12,0,5,40,0,2,1,4,37,0,70,2,4,0,1,0,13,8,47,52,1,45,5
2009-02-14,9,18,69,1,1,19,27,13,1,3,16,0,1,0,6,45,1,53,1,1,2,4,0,8,12,37,47,4,44,3
2009-02-15,6,15,156,1,4,20,21,16,2,0,35,0,0,1,6,22,0,51,1,0,0,3,0,8,18,39,44,1,55,4
2009-02-16,5,14,107,0,2,16,16,9,1,3,24,0,0,0,4,38,0,47,5,0,0,5,0,9,9,49,59,4,57,2
2009-02-17,2,10,92,4,7,31,16,19,1,2,37,0,0,0,5,60,0,54,6,1,0,0,0,11,19,40,53,5,39,11
2009-02-18,3,22,85,0,1,15,10,7,0,6,36,1,1,0,1,48,1,56,3,2,0,2,0,12,14,35,42,5,38,2
2009-02-19,10,12,90,4,3,36,11,5,2,4,43,0,0,0,8,47,0,64,7,0,2,4,0,13,17,39,44,3,37,5
2009-02-20,6,10,55,1,2,20,14,9,0,2,43,0,0,1,3,29,1,68,7,3,2,2,0,5,11,38,55,1,35,2
2009-02-21,11,15,95,0,5,14,30,9,1,1,18,0,3,3,9,40,1,52,1,7,2,2,0,12,9,51,35,3,65,4
2009-02-22,10,16,177,2,6,15,19,13,0,1,7,0,0,1,6,30,1,53,2,0,0,0,0,9,10,41,38,1,44,3
2009-02-23,9,8,58,1,8,17,20,10,1,2,37,0,4,0,3,19,0,60,7,0,1,3,0,10,11,37,62,0,46,12
2009-02-24,7,13,111,2,5,16,11,21,1,2,34,2,1,2,4,45,0,74,4,8,0,2,0,9,9,30,49,4,50,4
2009-02-25,5,13,93,2,6,24,23,16,1,1,39,0,0,0,4,42,0,68,2,2,2,3,0,10,11,49,59,4,40,5
2009-02-26,3,15,120,2,3,17,17,19,1,1,34,0,2,3,4,62,1,55,7,0,2,2,0,6,14,24,57,6,38,5
2009-02-27,4,19,76,2,2,21,20,19,0,3,34,1,1,2,6,50,1,58,6,1,0,2,0,9,11,36,56,5,36,2
2009-02-28,12,19,124,0,3,18,32,13,0,1,14,0,0,5,5,47,0,58,3,4,1,6,0,11,14,42,45,3,59,4
2009-03-01,13,16,157,2,2,12,27,21,0,2,13,0,1,0,6,38,1,49,2,0,3,2,0,15,9,35,41,1,57,1
2009-03-02,4,16,47,0,4,10,8,1,0,0,13,0,0,0,4,7,0,40,2,0,0,2,0,3,5,29,36,0,24,1
2009-03-03,0,12,77,3,3,19,13,7,4,1,37,0,2,0,5,50,0,69,0,1,1,3,0,7,11,28,45,1,19,3
2009-03-04,2,15,88,2,4,18,15,11,2,1,27,0,1,0,3,51,0,58,6,8,2,0,0,7,15,29,47,4,28,3
2009-03-05,8,16,96,0,3,24,12,18,1,2,43,0,0,0,4,40,1,65,11,2,1,0,0,9,14,28,69,5,33,5
2009-03-06,9,19,76,3,3,15,23,26,1,2,31,0,1,2,4,54,0,74,4,6,1,1,0,11,16,43,47,5,49,6
2009-03-07,8,21,177,0,4,13,22,30,0,0,16,0,1,3,6,43,0,72,2,6,1,3,0,12,13,42,57,6,68,4
2009-03-08,5,26,180,1,5,11,21,13,0,2,11,0,1,0,5,28,0,76,3,0,1,4,1,10,19,41,41,0,67,1
2009-03-09,5,17,63,2,6,12,17,13,2,0,32,0,0,1,4,29,0,83,2,0,0,6,0,10,15,50,67,3,47,2
2009-03-10,2,15,103,0,5,23,9,13,3,3,41,0,0,1,4,59,0,71,4,8,2,6,0,10,16,46,62,3,42,6
2009-03-11,6,17,130,3,3,27,11,17,0,0,37,0,1,1,8,59,0,76,3,5,0,3,0,15,9,39,59,6,55,3
2009-03-12,0,13,112,0,2,14,13,9,0,1,31,0,1,0,7,51,1,73,4,4,0,2,0,10,14,43,65,0,46,3
2009-03-13,7,16,70,1,3,17,14,8,2,0,33,0,0,1,1,49,0,79,3,6,1,4,1,8,16,44,54,1,48,7
2009-03-14,8,27,184,1,4,21,43,25,1,3,16,0,1,1,6,52,0,71,1,6,1,1,0,14,13,44,58,2,69,5
2009-03-15,12,22,197,1,3,15,22,9,1,0,17,0,4,1,4,26,0,61,4,0,1,5,1,8,10,43,57,0,78,3
2009-03-16,5,19,69,1,3,14,8,7,0,0,35,0,1,0,5,22,0,68,7,0,0,2,0,9,20,46,51,1,51,7
2009-03-17,2,21,110,0,2,12,15,8,1,1,34,0,1,4,6,60,0,70,11,8,0,3,0,7,10,35,52,5,48,6
2009-03-18,3,28,125,2,3,16,12,16,1,2,38,0,1,4,3,66,0,88,3,8,0,3,0,8,13,44,57,3,50,15
2009-03-19,5,16,97,0,2,19,13,13,1,0,52,0,1,0,4,58,1,97,7,3,0,5,1,5,14,36,55,6,45,2
2009-03-20,6,21,80,1,6,25,16,17,0,4,36,1,1,3,4,50,4,83,8,0,5,1,0,9,13,41,58,5,62,6
2009-03-21,4,16,140,0,3,21,29,18,0,0,16,0,0,1,4,50,0,59,4,5,4,1,1,6,15,43,55,4,73,8
2009-03-22,5,23,164,1,3,14,24,10,0,0,13,1,0,0,8,32,2,64,3,0,1,2,0,6,10,41,50,5,42,3
2009-03-23,11,16,83,2,9,24,11,7,4,2,44,0,1,1,6,19,1,77,3,0,0,3,0,6,8,39,71,1,52,7
2009-03-24,5,15,90,1,5,19,15,8,1,1,38,0,0,0,8,66,0,72,4,7,2,1,0,3,9,40,51,5,42,7
2009-03-25,3,14,103,0,3,16,17,16,2,1,28,0,1,0,4,66,2,70,3,1,4,1,0,14,12,49,70,4,56,10
2009-03-26,5,18,81,5,7,25,18,19,0,2,31,0,1,1,4,44,1,68,5,14,1,1,0,4,13,46,58,4,42,1
2009-03-27,7,22,101,1,7,24,20,25,1,1,43,1,1,19,4,74,1,74,7,6,4,3,0,7,11,33,62,1,52,7
2009-03-28,4,22,182,1,3,17,28,16,3,3,14,0,0,17,2,45,0,57,0,9,2,3,1,14,11,45,58,2,54,3
2009-03-29,9,23,170,4,2,14,18,12,0,2,10,0,1,5,5,26,0,65,3,0,5,2,0,3,12,38,46,0,57,2
2009-03-30,3,15,75,2,3,22,10,6,2,0,32,2,0,0,6,29,0,89,1,0,0,0,1,4,11,49,77,7,61,4
2009-03-31,7,15,98,2,6,29,12,16,4,2,48,0,0,1,6,68,1,67,3,0,2,2,0,5,21,46,62,2,49,5
2009-04-01,8,11,96,0,3,18,15,11,0,1,27,0,0,0,5,66,0,101,2,0,2,3,1,15,15,34,60,0,39,4
2009-04-02,15,21,135,2,2,14,10,22,4,4,45,0,1,1,8,67,0,84,4,5,3,1,0,2,22,45,62,4,35,5
2009-04-03,5,18,109,3,4,28,15,16,2,6,29,0,0,2,2,63,0,87,2,0,2,3,0,1,15,38,60,2,47,6
2009-04-04,4,8,215,2,4,22,25,13,1,1,22,0,1,18,2,59,2,61,0,5,1,5,0,7,11,46,46,0,63,7
2009-04-05,18,24,181,2,6,16,25,12,0,1,9,0,0,3,8,26,1,57,5,0,0,0,0,14,13,51,43,0,79,5
2009-04-06,7,13,153,1,4,26,11,5,0,2,35,1,1,0,9,26,0,52,2,0,0,0,0,16,13,61,60,0,58,4
2009-04-07,2,17,220,1,3,21,17,13,2,2,43,0,0,0,6,84,1,50,4,6,5,1,0,7,13,46,63,3,41,2
2009-04-08,8,7,197,2,3,23,16,8,0,2,31,0,0,0,7,60,0,49,3,8,0,3,0,5,16,35,48,1,52,3
2009-04-09,5,13,310,2,2,17,21,13,1,4,33,3,0,0,3,64,1,65,4,0,1,1,0,7,11,44,55,5,75,4
2009-04-10,6,22,133,1,7,28,23,11,0,1,36,1,1,1,6,61,1,73,7,0,1,2,0,14,23,39,78,0,53,3
2009-04-11,7,20,139,2,8,20,24,22,0,2,16,0,1,3,4,55,3,53,1,0,3,2,0,11,18,31,46,4,53,6
2009-04-12,9,16,105,1,12,20,25,7,0,1,5,0,1,1,7,21,0,52,2,0,0,3,0,6,18,18,34,1,59,2
2009-04-13,8,23,78,0,3,20,13,5,1,1,41,0,1,0,9,19,1,88,8,0,0,0,0,7,15,33,70,0,50,5
2009-04-14,3,19,77,1,7,30,11,7,0,4,28,0,2,0,5,41,2,60,7,8,1,1,0,7,8,36,59,6,36,2
2009-04-15,4,13,78,3,8,26,10,6,2,2,35,0,1,0,7,54,0,51,3,7,0,2,0,5,19,28,55,3,43,3
2009-04-16,5,20,111,2,3,22,14,18,1,1,38,0,1,0,3,50,2,79,3,3,2,1,1,11,18,36,53,9,58,5
2009-04-17,10,19,104,0,5,19,21,34,3,1,35,0,0,11,4,53,2,57,7,0,4,1,0,7,15,47,62,3,58,7
2009-04-18,8,17,151,3,1,21,32,15,0,2,26,0,1,13,4,51,2,74,2,0,4,2,0,9,15,44,65,2,64,3
2009-04-19,7,19,150,1,1,27,14,15,0,0,15,1,2,0,10,29,2,65,2,0,3,2,0,10,18,43,55,0,47,2
2009-04-20,6,14,71,1,5,19,11,4,2,1,32,0,0,0,6,15,0,73,4,0,0,3,0,10,9,50,47,2,52,5
2009-04-21,4,22,112,3,7,16,12,13,1,2,30,0,1,1,5,61,0,78,4,6,1,1,1,14,9,43,67,8,53,3
2009-04-22,7,28,165,1,0,20,15,11,3,0,37,1,0,1,10,55,0,98,9,6,0,3,0,10,17,51,67,2,46,5
2009-04-23,3,25,102,0,6,33,9,12,1,2,28,0,1,1,5,50,0,64,10,4,0,7,0,15,13,46,69,5,46,2
2009-04-24,6,22,103,2,6,22,23,15,1,3,22,0,1,8,3,45,3,86,2,0,1,4,0,4,13,36,62,5,55,1
2009-04-25,5,24,138,1,3,23,34,29,0,1,19,1,0,17,3,43,0,77,3,0,4,3,0,3,16,29,66,3,43,9
2009-04-26,8,25,184,1,2,24,22,16,0,1,7,0,2,1,5,20,0,75,1,0,1,2,0,11,12,38,51,0,63,2
2009-04-27,6,23,88,0,5,27,11,10,2,2,31,0,1,1,4,20,0,72,3,0,0,0,2,9,15,43,55,1,63,4
2009-04-28,6,25,79,1,6,17,6,21,0,2,27,1,2,0,5,50,1,104,4,10,0,2,0,5,15,30,61,4,45,4
2009-04-29,1,19,116,0,2,26,14,22,0,1,36,1,0,0,3,60,0,89,5,5,3,0,0,19,13,46,57,6,50,4
2009-04-30,3,24,117,1,2,18,13,14,0,1,32,0,2,0,4,39,0,82,3,4,2,0,0,5,15,42,66,3,37,10
2009-05-01,7,18,99,0,8,20,22,18,1,1,25,0,1,9,3,58,3,74,7,0,2,1,0,14,20,39,63,2,49,6
2009-05-02,6,22,146,2,4,9,27,23,0,1,19,0,0,3,8,66,0,66,1,0,2,1,0,6,11,33,67,3,48,5
2009-05-03,5,16,150,0,6,11,18,14,1,0,6,0,0,0,4,22,0,69,5,0,2,4,0,8,15,37,34,0,50,2
2009-05-04,4,16,80,1,4,39,6,2,1,1,45,0,1,0,8,17,2,64,7,0,0,3,0,14,18,54,60,0,42,5
2009-05-05,3,13,100,1,7,20,13,7,2,1,27,0,3,0,9,63,0,67,8,6,1,3,0,11,17,57,68,4,54,1
2009-05-06,3,13,101,0,1,20,15,14,5,2,44,0,0,0,5,49,0,90,3,0,2,3,1,10,16,50,79,2,34,11
2009-05-07,6,20,118,1,6,31,17,16,0,1,33,0,0,2,11,55,1,74,4,7,1,2,0,12,12,45,71,6,45,4
2009-05-08,9,20,86,2,4,20,21,8,1,1,36,0,2,6,7,50,1,71,4,0,3,3,0,9,9,33,67,3,46,7
2009-05-09,1,25,145,2,7,17,23,19,1,0,19,0,0,1,5,56,0,92,1,3,1,2,0,8,17,42,60,2,43,7
2009-05-10,8,31,145,1,3,23,22,13,0,1,4,0,2,0,4,14,0,62,3,0,1,5,0,7,14,60,48,0,66,3
2009-05-11,5,12,63,0,7,28,13,15,1,4,35,0,1,0,9,15,0,78,4,0,1,3,0,13,15,45,81,1,63,10
2009-05-12,7,28,118,1,3,24,5,14,0,1,38,0,0,6,9,43,0,95,10,8,0,1,0,12,22,46,69,2,56,3
2009-05-13,7,27,93,4,4,29,14,23,1,1,24,0,0,3,6,47,1,89,6,9,1,3,0,10,18,34,65,5,55,4
2009-05-14,7,19,110,0,12,26,12,13,0,2,38,0,2,2,9,30,1,79,5,2,0,1,0,8,8,38,57,0,40,6
2009-05-15,4,18,79,0,3,17,25,18,2,1,29,1,1,4,4,45,0,97,9,2,0,3,0,5,14,43,52,4,53,4
2009-05-16,15,32,177,1,5,24,23,17,1,1,16,4,0,5,4,49,1,76,4,0,1,3,0,9,10,40,66,2,70,8
2009-05-17,17,19,144,0,3,18,13,12,1,0,10,1,0,4,7,14,0,51,5,0,2,3,0,10,13,47,38,2,51,5
2009-05-18,6,22,101,1,4,26,15,10,2,4,46,2,1,0,5,30,0,81,7,0,4,5,0,7,15,50,60,0,64,7
2009-05-19,6,26,81,2,3,40,9,9,6,2,40,1,1,2,8,28,1,65,1,5,0,5,0,19,20,45,74,2,48,3
2009-05-20,7,18,114,0,5,13,11,22,0,3,34,0,1,0,3,59,2,83,12,6,2,6,0,5,12,48,85,5,65,8
2009-05-21,9,22,110,2,6,22,15,15,3,3,25,0,0,1,11,46,0,85,8,2,1,0,0,5,14,45,71,4,54,8
2009-05-22,10,16,101,2,7,16,10,11,3,1,31,2,0,5,9,64,0,98,5,3,0,5,0,14,12,44,59,2,51,2
2009-05-23,15,17,168,0,6,24,31,14,0,0,17,0,2,0,9,31,3,76,2,0,1,2,0,3,15,42,62,4,61,3
2009-05-24,11,18,139,0,9,14,18,22,0,0,11,0,2,0,3,30,1,68,3,0,2,2,0,14,13,39,58,0,40,5
2009-05-25,3,29,148,1,4,16,11,9,2,1,5,0,0,0,5,23,0,79,5,0,0,2,1,12,15,34,46,2,47,2
2009-05-26,7,21,106,3,5,34,12,16,6,0,35,0,0,3,10,54,3,74,6,8,1,4,0,11,7,51,61,5,54,4
2009-05-27,5,16,104,4,6,26,10,16,3,5,30,0,1,1,4,60,0,82,5,9,0,2,0,12,7,37,64,3,57,6
2009-05-28,7,16,139,1,4,25,7,19,4,1,41,1,0,3,5,58,1,87,6,7,3,4,0,13,11,40,70,9,57,4
2009-05-29,5,11,87,1,3,35,25,7,1,5,30,0,0,10,5,55,0,95,8,0,2,3,0,11,25,41,62,1,49,8
2009-05-30,5,20,151,2,4,14,23,16,2,2,12,0,1,6,5,60,0,76,2,0,1,2,0,6,16,40,53,0,74,3
2009-05-31,4,20,189,0,3,10,23,15,0,0,13,0,2,1,7,39,0,73,2,0,1,0,0,9,17,41,44,1,66,3
2009-06-01,7,14,61,1,6,22,9,6,5,0,36,0,1,1,3,14,0,68,5,4,1,3,0,13,15,45,85,2,77,5
2009-06-02,7,20,114,4,7,18,7,17,2,1,22,1,0,0,7,69,0,93,6,5,2,2,0,14,14,52,65,3,49,6
2009-06-03,3,15,138,2,3,28,7,8,0,3,44,0,0,1,9,56,1,97,5,0,4,3,0,8,10,46,61,5,51,6
2009-06-04,7,15,122,1,7,26,9,7,3,2,22,0,1,1,6,41,0,100,7,2,0,3,0,11,14,51,65,2,46,8
2009-06-05,10,16,64,3,3,22,12,6,2,0,21,2,1,0,13,40,0,66,4,0,0,0,0,10,11,39,77,1,37,10
2009-06-06,5,17,128,0,3,24,24,13,0,1,13,1,0,1,4,36,0,61,7,0,1,1,0,11,13,49,60,3,52,2
2009-06-07,7,26,196,1,2,14,28,27,0,0,10,0,0,2,9,26,1,86,5,0,2,1,0,11,9,52,55,2,65,2
2009-06-08,7,20,110,1,11,21,15,16,0,4,32,0,1,0,7,31,0,61,6,0,2,3,1,8,14,53,68,4,70,5
2009-06-09,8,15,147,1,7,30,6,13,2,5,38,1,2,0,3,64,0,66,10,6,1,3,0,9,9,54,74,6,52,6
2009-06-10,7,19,121,0,4,29,4,13,0,0,34,0,2,2,11,65,3,95,2,6,0,3,0,8,13,54,71,6,43,5
2009-06-11,7,22,99,0,13,20,11,10,1,0,36,0,4,1,7,61,0,71,7,3,0,0,0,13,15,64,65,4,36,2
2009-06-12,6,23,73,0,5,20,17,14,0,1,31,0,1,0,6,51,3,84,4,6,2,2,0,13,10,45,79,4,58,5
2009-06-13,9,26,160,3,5,14,36,36,1,2,15,1,1,1,3,43,1,83,1,12,1,6,0,13,17,51,50,7,59,4
2009-06-14,10,23,97,0,5,16,18,13,0,1,15,0,0,0,9,28,1,74,2,4,1,8,0,9,19,48,42,4,65,2
2009-06-15,6,25,126,1,14,22,18,8,2,3,38,0,1,0,3,31,0,86,6,0,4,4,0,11,18,44,81,5,59,7
2009-06-16,5,15,123,2,3,26,7,11,2,2,41,0,1,1,9,63,0,90,6,12,0,1,1,12,6,43,82,2,66,7
2009-06-17,1,11,121,3,6,32,14,5,1,1,19,0,1,3,11,61,0,67,6,2,0,0,0,16,10,49,61,4,47,5
2009-06-18,8,9,123,0,1,26,10,12,1,0,24,1,0,1,9,48,0,60,0,6,0,1,0,8,11,43,74,1,39,2
2009-06-19,9,26,115,0,5,25,21,8,0,0,37,0,0,5,10,48,1,73,3,0,0,1,0,9,17,37,73,3,54,2
2009-06-20,10,14,108,2,6,23,16,17,0,1,13,0,0,2,4,32,1,59,7,0,4,3,0,7,12,47,49,4,51,5
2009-06-21,13,26,192,1,4,11,17,10,0,0,11,1,4,2,6,21,5,63,0,0,3,1,0,8,16,31,50,4,53,3
2009-06-22,4,23,130,0,6,24,15,9,3,0,34,0,0,1,5,42,0,69,3,5,0,4,0,17,16,38,80,6,67,11
2009-06-23,9,23,204,1,7,24,10,21,0,2,37,1,3,0,10,67,0,70,3,4,0,4,0,12,15,41,67,3,55,5
2009-06-24,7,21,195,1,4,18,8,8,1,2,34,0,0,1,9,58,1,77,2,7,0,7,0,8,13,44,72,4,55,7
2009-06-25,5,19,205,2,5,25,10,9,1,1,31,0,0,0,4,52,1,54,3,24,2,2,0,11,11,46,62,2,49,3
2009-06-26,10,22,152,0,6,18,27,23,0,0,25,1,0,1,4,60,0,66,2,0,0,1,0,10,17,36,64,6,44,3
2009-06-27,9,27,110,1,4,11,18,23,1,0,14,0,3,6,9,51,0,74,2,0,2,3,0,10,12,38,61,1,54,1
2009-06-28,4,14,185,2,8,18,26,14,0,0,8,0,1,1,4,32,1,65,2,0,1,3,0,5,14,36,51,2,65,3
2009-06-29,5,10,139,2,11,26,11,8,2,1,40,0,0,0,5,26,0,60,2,0,1,2,0,8,15,35,85,1,71,2
2009-06-30,4,17,165,1,5,28,8,9,3,1,28,0,0,2,12,65,0,76,5,3,0,9,0,8,15,47,66,3,54,2
2009-07-01,6,24,136,0,3,19,9,7,2,4,30,1,1,1,6,63,0,66,2,5,2,3,0,8,15,38,73,2,53,5
2009-07-02,6,17,124,0,4,35,12,9,2,2,28,2,3,1,5,50,0,57,3,0,0,4,0,5,9,46,70,4,50,5
2009-07-03,8,21,113,0,3,23,16,11,2,4,20,1,0,4,2,54,0,71,2,0,3,0,0,11,11,35,57,3,53,6
2009-07-04,7,35,138,0,0,22,26,19,0,1,10,0,0,2,1,27,1,67,3,0,2,3,0,8,14,32,35,4,62,3
2009-07-05,18,18,127,4,4,26,13,16,0,1,9,2,0,0,6,19,1,77,3,0,1,0,0,7,14,20,49,0,65,1
2009-07-06,7,17,95,2,9,29,10,12,1,4,43,1,1,0,6,24,0,84,6,0,1,0,0,7,16,44,72,2,58,4
2009-07-07,7,14,158,1,7,25,8,9,1,3,21,0,1,1,12,42,0,81,5,2,1,1,1,8,20,49,80,8,51,4
2009-07-08,1,17,205,0,2,27,13,12,2,1,27,5,2,7,6,67,3,55,6,3,1,4,0,10,16,37,71,4,56,7
2009-07-09,10,18,218,1,7,25,12,24,0,3,30,1,0,0,7,55,2,71,6,7,3,2,0,8,11,37,85,5,63,4
2009-07-10,8,16,100,0,5,15,21,16,0,2,31,0,0,0,7,49,2,66,3,0,0,3,1,11,14,40,71,6,57,2
2009-07-11,8,20,132,1,6,23,21,23,1,2,13,0,1,2,9,35,2,69,5,0,2,5,0,5,14,33,51,1,62,3
2009-07-12,9,16,84,2,4,21,17,14,0,1,11,0,0,0,5,21,0,79,2,0,2,0,0,5,16,40,49,4,58,2
2009-07-13,6,19,113,3,5,32,14,6,5,2,37,0,1,0,6,26,0,79,2,0,1,4,0,6,8,50,89,0,56,1
2009-07-14,6,11,140,2,10,21,11,9,2,1,43,0,1,0,5,51,2,59,6,4,1,0,1,10,25,27,91,2,66,6
2009-07-15,9,27,157,1,4,15,11,4,0,0,31,0,0,2,5,61,0,85,1,5,0,1,0,5,8,47,70,3,50,9
2009-07-16,4,22,142,1,6,26,7,10,1,1,29,1,0,5,4,49,2,52,2,1,1,4,1,12,15,32,70,3,51,3
2009-07-17,5,17,113,0,9,18,23,8,1,2,27,1,0,2,14,56,0,66,5,0,7,4,0,12,7,36,74,4,53,3
2009-07-18,6,23,156,1,6,13,30,11,0,4,14,2,2,4,6,39,0,63,2,0,1,3,0,4,18,42,60,1,52,4
2009-07-19,6,32,151,2,3,25,17,14,0,1,16,0,0,0,5,20,0,64,3,0,3,3,0,10,19,33,56,0,74,5
2009-07-20,13,21,115,1,6,23,9,10,1,1,33,0,2,2,5,16,2,78,1,0,0,2,0,8,11,57,79,1,63,2
2009-07-21,10,22,169,2,9,30,8,13,2,0,34,1,3,0,13,48,0,74,4,8,0,1,0,7,20,41,71,4,43,2
2009-07-22,5,28,185,2,3,18,5,12,4,1,28,0,0,1,11,58,1,75,7,4,4,3,0,6,21,53,75,10,60,4
2009-07-23,10,24,152,1,4,34,12,8,0,0,28,2,0,7,9,42,0,76,3,9,1,1,0,11,15,49,66,9,59,5
2009-07-24,8,16,109,1,12,29,20,11,0,0,31,0,0,2,9,49,0,64,2,0,4,3,0,13,14,24,70,3,48,2
2009-07-25,13,37,129,2,4,24,22,15,0,1,19,0,2,2,5,38,0,64,4,0,2,2,0,12,12,41,55,4,56,5
2009-07-26,13,18,119,3,1,23,13,10,1,0,6,0,4,0,12,17,0,70,4,0,2,2,0,15,13,49,44,2,64,7
2009-07-27,9,17,123,3,17,32,9,8,1,1,39,0,1,0,9,21,0,70,12,0,0,2,2,6,12,53,71,0,54,2
2009-07-28,10,14,117,1,6,32,10,7,2,0,35,0,0,1,5,52,1,65,6,2,1,3,1,8,17,51,72,2,60,4
2009-07-29,6,20,151,0,5,25,17,7,0,1,31,0,0,1,8,61,1,63,5,4,0,3,0,11,15,41,64,4,43,3
2009-07-30,9,22,123,0,5,32,8,6,1,1,29,0,0,1,8,57,0,75,3,2,3,0,1,7,19,52,63,8,49,3
2009-07-31,9,20,116,2,9,17,25,6,0,1,26,0,1,0,6,49,0,63,0,0,1,2,0,14,16,39,79,3,49,7
2009-08-01,3,24,140,0,4,23,25,25,0,1,16,0,1,1,7,52,0,57,5,0,1,1,0,10,12,33,67,3,67,4
2009-08-02,5,31,112,0,2,19,12,10,0,1,8,0,1,1,7,16,2,69,2,0,0,2,0,11,13,34,57,1,63,2
2009-08-03,9,16,130,1,12,30,7,4,3,0,26,0,0,0,5,17,0,66,5,0,0,1,0,9,19,60,79,1,47,2
2009-08-04,13,23,237,3,3,33,20,13,2,2,36,0,2,2,11,53,0,83,3,4,0,3,0,11,21,46,71,2,61,2
2009-08-05,3,15,207,1,5,29,10,9,2,1,31,0,1,3,10,67,3,68,7,2,5,7,0,12,15,35,81,5,58,7
2009-08-06,11,21,154,1,3,15,6,9,2,1,22,6,2,2,9,57,0,82,5,5,1,2,0,11,19,48,84,4,50,8
2009-08-07,8,18,107,0,5,28,21,10,2,0,37,0,4,21,3,49,0,81,1,0,4,3,0,7,14,37,76,4,58,3
2009-08-08,7,22,151,1,0,24,20,9,0,0,14,0,1,3,7,43,0,57,3,0,1,4,0,17,16,40,54,2,51,3
2009-08-09,12,19,80,0,1,23,12,8,0,1,11,0,1,0,6,19,0,80,6,0,1,5,0,11,17,63,42,0,62,2
2009-08-10,4,22,110,0,13,24,8,6,0,1,17,0,1,0,11,15,1,64,4,0,0,6,0,11,11,57,85,2,61,2
2009-08-11,6,17,172,0,8,25,11,3,1,5,35,1,0,3,9,52,0,56,3,5,2,4,0,9,12,33,75,8,63,2
2009-08-12,4,17,129,1,3,30,12,10,3,1,30,0,1,2,10,52,1,75,4,2,2,1,1,14,22,54,62,6,63,6
