date,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FORGERY/COUNTERFEITING,FRAUD,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,SECONDARY CODES,SEX OFFENSES FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
2009-10-26,1,29,0,0,19,3,0,24,5,1,0,7,5,0,81,2,1,4,23,66,3,1,5,5,2,3,0,12,3,20,15,15,5
2009-10-27,0,29,0,0,12,3,1,31,0,1,0,4,6,1,68,0,0,4,31,63,12,4,8,6,2,6,0,15,6,24,13,23,4
2009-10-28,0,29,0,0,13,3,0,31,2,0,0,9,11,1,65,0,0,2,16,50,4,4,19,6,1,3,0,12,1,17,11,19,7
2009-10-29,2,21,0,0,14,2,0,39,2,1,0,5,8,1,75,0,0,6,17,50,9,1,8,3,0,2,0,10,7,22,22,10,4
2009-10-30,0,30,2,0,14,1,2,31,4,0,0,7,7,0,75,0,0,4,23,56,3,2,15,6,1,3,0,13,4,34,14,23,3
2009-10-31,0,35,0,0,17,2,2,30,1,1,0,2,6,3,81,1,1,6,33,44,1,1,10,9,4,0,1,7,5,34,15,15,6
2009-11-01,0,64,0,0,11,8,4,29,7,0,0,13,14,2,68,0,0,12,39,83,0,1,18,5,4,1,1,23,4,30,10,15,3
2009-11-02,2,27,0,0,12,2,2,32,0,1,0,8,5,2,66,0,0,6,27,75,0,3,8,4,2,4,0,13,6,30,16,17,2
2009-11-03,1,39,1,0,16,1,1,38,2,2,0,7,6,1,57,1,2,3,20,68,6,1,8,8,2,1,0,14,3,26,15,29,5
2009-11-04,0,20,0,0,13,2,1,32,1,1,0,7,10,3,77,0,1,7,24,65,4,1,7,3,2,1,0,19,4,18,23,22,1
2009-11-05,0,37,0,0,18,2,3,43,1,1,0,1,4,1,71,2,1,6,22,52,3,2,11,4,0,4,1,13,3,12,15,11,2
2009-11-06,1,29,0,1,20,4,0,27,4,1,0,4,5,1,81,0,0,9,14,35,7,2,12,2,2,2,0,18,5,26,18,13,4
2009-11-07,0,31,0,1,11,5,2,26,4,3,0,6,5,4,83,2,0,6,20,54,10,1,11,5,2,3,1,5,2,32,29,13,3
2009-11-08,1,34,0,1,10,3,0,22,2,0,0,1,6,0,88,0,0,7,28,59,2,3,8,4,1,2,1,11,1,18,15,10,4
2009-11-09,0,19,0,0,5,0,2,21,1,0,0,6,6,0,48,0,1,8,20,67,7,2,4,6,0,2,0,13,5,22,7,19,5
2009-11-10,0,21,1,0,12,1,3,36,1,1,0,3,13,0,68,1,1,5,21,66,7,0,11,7,3,1,0,10,4,27,8,19,2
2009-11-11,0,32,0,0,10,2,1,29,5,0,0,5,13,1,80,1,2,7,27,80,1,0,9,4,2,1,0,16,3,25,11,26,6
2009-11-12,0,25,0,0,12,2,1,40,1,0,0,5,5,0,76,0,0,6,18,56,3,3,9,6,1,1,0,8,1,24,15,19,6
2009-11-13,1,28,0,0,17,3,3,18,6,0,0,8,5,0,88,0,0,14,35,46,1,0,8,2,0,0,0,20,1,26,12,23,1
2009-11-14,0,26,0,0,14,3,4,29,2,2,0,5,7,1,66,1,0,3,25,50,2,0,9,3,2,1,0,8,5,9,18,15,2
2009-11-15,1,35,0,0,18,4,1,22,2,0,1,4,5,0,61,0,0,9,24,55,2,1,15,5,1,2,0,12,2,19,12,16,7
2009-11-16,2,33,0,0,13,4,0,32,0,1,0,5,8,3,73,0,0,9,32,60,4,2,12,6,3,2,1,10,2,22,14,10,2
2009-11-17,1,19,0,0,9,2,0,50,2,0,0,7,6,0,63,0,0,2,23,66,9,1,9,5,1,0,0,12,4,17,6,18,2
2009-11-18,1,39,0,0,7,5,2,46,1,0,0,9,7,1,64,1,0,6,21,61,8,4,7,6,1,5,0,18,2,20,20,17,7
2009-11-19,1,32,0,0,15,0,4,43,2,0,0,4,4,1,88,0,1,4,25,68,3,0,7,4,0,0,0,15,1,20,11,20,4
2009-11-20,0,37,0,1,17,5,3,24,3,0,0,10,8,4,78,0,0,6,30,55,1,0,13,6,6,2,0,9,6,33,20,15,3
2009-11-21,4,35,0,0,19,1,1,33,1,0,0,3,11,2,88,0,1,5,17,56,0,2,15,5,3,1,0,17,1,29,15,12,4
2009-11-22,0,28,0,0,6,2,3,22,2,0,0,2,6,0,55,0,2,4,12,36,1,3,9,5,2,2,0,7,5,19,22,14,3
2009-11-23,1,30,0,0,18,3,0,39,0,0,0,9,7,1,85,1,1,7,23,51,0,2,5,1,1,1,0,10,3,21,15,10,4
2009-11-24,1,35,0,1,17,3,2,30,0,0,0,8,9,2,68,0,1,4,18,77,10,4,13,6,1,7,0,8,6,18,10,20,5
2009-11-25,0,24,0,0,22,5,2,34,0,0,1,4,3,2,77,0,1,3,17,72,0,0,11,8,0,1,0,15,5,24,17,14,4
2009-11-26,2,26,0,1,21,1,1,11,3,0,0,0,1,1,47,0,0,3,21,37,0,0,13,2,2,0,0,8,3,22,14,11,6
2009-11-27,0,14,0,0,18,2,1,17,0,0,0,4,5,2,76,0,0,4,16,54,0,0,6,5,2,1,0,6,4,16,8,11,2
2009-11-28,1,23,1,0,17,1,2,32,0,0,0,3,5,0,76,2,0,1,30,68,1,1,8,2,2,2,0,9,1,32,9,13,1
2009-11-29,1,40,0,0,13,6,1,20,5,0,2,5,4,0,64,0,2,8,25,56,4,1,4,6,0,2,1,10,1,12,17,15,2
2009-11-30,3,27,0,0,26,0,4,24,1,0,0,5,8,0,63,0,1,3,16,65,0,0,6,5,0,1,0,12,4,25,12,11,6
2009-12-01,0,36,0,1,19,0,1,33,2,2,0,6,11,2,52,1,0,9,30,67,0,2,8,5,1,1,1,26,1,15,9,12,12
2009-12-02,0,29,0,0,10,1,2,31,2,1,0,4,7,0,67,1,1,0,19,56,11,4,8,7,0,2,1,17,4,19,12,13,2
2009-12-03,0,27,1,1,14,4,2,35,1,2,0,9,6,0,63,0,0,7,25,37,11,0,5,6,3,0,0,17,4,15,15,11,2
2009-12-04,2,31,0,0,13,4,0,18,1,1,0,5,5,1,73,0,0,6,25,61,4,1,13,2,0,2,0,11,5,19,22,15,3
2009-12-05,1,28,0,0,9,4,5,20,4,0,0,6,2,2,71,0,1,5,27,67,0,0,7,5,3,0,0,13,7,27,13,11,3
2009-12-06,0,26,0,0,16,2,2,14,2,0,1,0,4,2,62,0,0,3,19,50,0,0,8,7,0,2,0,10,5,19,16,15,7
2009-12-07,0,26,0,0,17,1,1,20,2,0,0,4,4,2,59,0,0,7,24,44,0,3,12,3,2,3,0,16,4,20,13,9,5
2009-12-08,1,21,0,0,15,2,3,25,1,0,1,5,5,1,60,0,0,5,21,47,0,3,5,4,1,3,0,21,4,20,9,15,3
2009-12-09,0,31,0,0,17,3,1,30,1,1,0,5,10,1,58,2,0,2,26,47,8,1,8,2,0,0,0,10,0,16,13,19,2
2009-12-10,0,18,0,0,20,3,0,21,3,1,0,2,9,0,65,0,0,6,19,41,5,1,8,2,1,2,0,14,4,18,14,11,2
2009-12-11,0,25,1,0,14,3,0,11,4,1,0,9,4,1,71,0,1,4,20,47,1,2,4,2,2,1,0,11,7,20,14,14,2
2009-12-12,1,32,0,0,19,2,1,19,3,0,1,12,4,1,54,0,0,9,24,45,1,3,10,5,3,3,0,6,3,25,13,5,3
2009-12-13,0,21,0,0,13,2,0,28,3,0,0,1,4,2,63,0,1,2,26,31,0,3,3,3,0,2,0,4,2,19,8,11,2
2009-12-14,0,21,0,0,13,6,2,13,3,1,0,6,6,0,70,0,1,8,19,56,0,4,12,4,1,2,0,9,0,16,10,9,5
2009-12-15,0,43,0,0,15,3,1,32,4,0,0,11,10,2,67,1,0,2,23,62,6,1,12,4,1,5,0,15,4,21,9,13,6
2009-12-16,0,28,0,0,19,5,3,43,2,1,0,7,6,2,68,0,0,4,23,62,2,0,9,4,0,2,0,7,1,23,6,15,5
2009-12-17,1,30,2,0,19,2,4,38,2,1,1,8,8,4,89,0,0,4,27,58,1,1,10,6,6,2,0,11,0,17,16,17,3
2009-12-18,0,22,0,1,14,3,1,26,1,3,0,6,10,1,76,0,1,6,30,64,1,3,10,1,2,4,0,7,1,23,12,12,2
2009-12-19,0,24,0,0,19,2,2,15,2,2,1,3,6,1,92,0,1,5,18,48,1,2,7,5,2,1,1,9,2,32,15,14,0
2009-12-20,1,21,0,0,13,4,3,27,2,0,0,6,1,1,92,0,0,4,23,42,2,0,6,4,2,3,0,9,4,26,12,9,3
2009-12-21,1,18,0,0,17,0,1,19,1,1,0,5,11,2,84,1,1,5,19,50,0,4,11,2,1,2,0,10,0,30,13,9,4
2009-12-22,1,20,0,0,16,0,1,44,0,0,0,6,5,1,82,0,0,10,28,53,1,1,10,3,1,0,0,6,5,34,13,20,3
2009-12-23,1,21,0,0,20,4,2,26,3,2,0,9,9,0,89,2,1,2,33,69,3,2,9,5,1,2,0,13,6,33,16,21,3
2009-12-24,0,25,1,0,18,1,2,8,1,1,0,2,7,0,65,0,0,9,28,47,0,2,19,2,0,2,0,10,2,21,11,11,1
2009-12-25,0,21,0,1,14,2,1,10,3,0,0,1,3,3,35,0,0,8,30,24,0,0,3,3,2,1,0,9,2,21,13,7,3
2009-12-26,1,18,0,0,11,2,1,19,2,0,0,2,2,0,51,1,1,6,20,42,3,3,8,6,0,1,0,3,0,19,9,9,5
2009-12-27,0,19,0,0,10,2,2,26,3,0,0,7,10,1,88,1,1,2,22,66,5,3,8,2,1,3,0,5,2,20,10,13,1
2009-12-28,0,15,1,1,13,5,2,27,2,0,0,7,5,0,62,0,0,4,22,51,3,0,10,2,1,1,0,9,4,22,10,15,5
2009-12-29,0,27,0,0,12,0,1,40,1,0,0,5,8,0,71,0,1,6,19,65,4,3,7,4,0,0,0,6,4,23,11,18,3
2009-12-30,1,26,1,1,18,3,0,24,0,0,0,3,5,0,85,0,0,5,21,66,7,1,13,5,0,3,0,12,3,18,8,9,3
2009-12-31,1,18,0,1,18,2,1,21,3,0,0,5,8,1,63,0,0,13,33,54,0,2,5,5,1,1,0,8,1,26,9,15,3
2010-01-01,0,56,0,1,13,4,1,14,7,2,1,7,14,0,75,0,0,12,76,124,0,2,14,9,3,2,0,35,1,32,10,10,10
2010-01-02,0,28,0,0,16,1,1,49,2,0,0,1,5,0,63,0,1,10,25,66,2,1,11,1,1,0,0,9,3,13,11,13,5
2010-01-03,0,21,0,0,11,3,1,39,3,1,0,4,2,1,67,0,1,10,19,63,1,3,9,8,2,1,0,5,4,26,12,17,5
2010-01-04,2,26,0,0,9,1,0,18,0,1,0,5,10,1,72,0,2,6,22,46,4,4,7,3,1,0,0,10,3,17,13,13,5
2010-01-05,0,23,2,1,14,3,1,14,3,0,0,5,5,1,68,0,2,11,26,53,6,3,4,3,1,4,0,11,4,19,6,13,7
2010-01-06,0,25,0,0,5,5,0,36,0,1,0,6,3,1,50,1,2,7,25,66,7,1,5,10,2,1,0,18,1,20,13,25,8
2010-01-07,1,17,0,0,17,2,2,32,2,0,1,5,7,0,55,0,0,12,16,52,4,4,8,6,0,2,0,14,1,11,12,18,1
2010-01-08,0,22,0,0,7,1,1,23,2,0,0,5,6,0,62,0,0,13,29,61,7,2,8,0,0,1,1,14,1,17,17,16,4
2010-01-09,5,22,0,0,9,1,0,33,2,1,0,2,5,0,80,0,1,11,22,64,2,1,7,8,2,6,0,5,0,24,6,11,1
2010-01-10,2,27,0,0,14,1,3,23,2,0,0,5,9,1,79,0,0,6,31,47,1,2,7,3,1,3,1,10,2,28,8,8,3
2010-01-11,2,32,0,0,17,5,0,18,1,1,0,10,15,2,65,0,0,12,16,51,8,2,5,9,1,2,0,12,2,21,10,11,4
2010-01-12,0,24,0,0,25,2,0,27,1,1,0,6,4,0,69,1,0,6,17,64,2,3,6,4,2,2,0,11,2,26,9,22,3
2010-01-13,0,21,0,0,17,2,1,29,1,1,0,8,5,1,65,2,0,0,23,77,8,0,5,2,0,2,0,7,3,22,14,30,3
2010-01-14,1,26,0,0,15,4,2,35,1,0,0,8,11,2,68,0,1,3,32,62,13,0,14,7,1,3,0,16,1,19,11,19,3
2010-01-15,1,26,0,0,19,4,3,34,1,1,0,10,8,2,96,0,0,9,33,73,1,1,12,3,3,7,0,15,2,22,11,15,8
2010-01-16,0,24,0,0,11,3,3,29,4,0,1,6,9,1,91,1,0,3,24,78,1,2,10,3,2,1,0,7,2,22,15,15,3
2010-01-17,0,22,0,0,10,1,1,19,5,0,0,4,2,1,50,1,0,5,19,73,2,1,14,6,1,2,0,4,2,29,10,12,2
2010-01-18,0,29,0,0,12,0,4,25,2,0,0,7,5,0,57,0,0,6,21,44,1,0,13,2,1,0,0,14,3,19,6,14,4
2010-01-19,0,16,0,0,6,2,0,38,1,0,0,11,8,0,62,1,0,6,15,57,2,1,16,3,1,3,0,13,2,21,10,23,4
2010-01-20,0,18,0,0,18,2,0,45,0,0,0,5,2,1,65,0,1,7,20,47,3,3,5,5,1,2,2,8,4,19,12,20,4
2010-01-21,0,18,0,0,9,1,1,19,0,0,0,4,10,3,65,0,1,6,24,48,8,4,8,7,3,4,0,7,2,16,14,9,7
2010-01-22,1,22,1,0,21,0,2,29,2,1,0,5,10,1,75,0,3,9,21,63,6,2,6,5,0,1,1,15,0,30,12,14,2
2010-01-23,1,37,1,0,16,1,3,17,2,0,0,5,6,2,74,1,3,7,23,34,3,2,10,4,1,1,0,9,3,36,19,10,5
2010-01-24,0,39,0,0,17,1,0,29,0,0,0,1,6,3,65,1,0,4,22,40,4,0,5,8,3,2,1,14,3,26,16,19,3
2010-01-25,0,37,0,1,14,4,2,32,0,0,0,8,12,1,61,1,2,7,27,59,3,0,11,2,1,0,0,10,6,26,12,21,6
2010-01-26,0,22,0,0,23,0,1,33,2,1,0,6,8,0,61,0,1,6,22,54,0,2,4,2,0,2,0,9,2,18,13,21,3
2010-01-27,1,37,0,1,12,3,0,38,0,1,0,4,13,2,66,2,3,8,17,80,2,1,14,5,0,1,0,10,4,20,15,23,8
2010-01-28,2,26,0,0,9,2,1,34,0,1,1,3,2,1,68,0,2,7,21,51,4,1,8,5,1,2,1,11,3,20,14,17,1
2010-01-29,0,38,0,0,18,3,0,14,1,0,1,8,8,4,70,0,1,7,23,56,5,2,10,7,1,2,0,15,3,20,10,12,2
2010-01-30,0,31,0,0,8,5,1,23,3,1,0,6,10,1,74,1,2,4,30,30,2,0,3,2,0,1,0,7,5,27,14,11,2
2010-01-31,0,33,0,0,8,4,1,23,2,0,0,5,1,0,50,0,0,6,19,32,5,2,12,9,0,1,0,9,5,28,11,8,5
2010-02-01,0,43,0,1,15,8,0,26,5,7,0,12,7,1,48,2,1,5,30,66,1,4,13,9,2,0,1,28,5,22,8,15,2
2010-02-02,0,39,0,1,16,3,1,27,2,1,0,6,8,0,69,1,0,12,25,58,0,0,9,5,1,3,0,10,6,21,9,11,0
2010-02-03,0,32,0,0,12,3,2,49,1,1,0,4,6,0,60,0,0,5,24,71,3,1,9,2,1,2,0,15,4,20,17,27,5
2010-02-04,0,42,0,0,9,4,1,31,2,0,0,6,9,4,59,1,2,7,22,41,3,4,5,2,1,4,0,12,5,20,11,20,2
2010-02-05,0,28,0,1,14,4,0,21,1,1,1,7,7,0,65,1,2,10,27,70,2,2,16,6,0,4,0,9,5,20,21,16,10
2010-02-06,0,33,0,0,9,3,3,22,3,0,0,3,2,2,52,1,1,4,25,68,3,2,12,2,4,0,0,11,1,21,19,16,5
2010-02-07,0,25,0,0,10,4,4,22,3,1,1,4,1,0,49,0,0,6,22,50,1,0,9,3,0,1,0,18,2,30,11,13,3
2010-02-08,0,32,0,0,17,1,1,18,0,0,0,6,11,0,50,0,0,6,19,56,0,3,4,2,1,1,0,7,3,20,15,10,5
2010-02-09,1,32,0,0,18,2,1,24,1,0,0,5,8,0,48,0,4,15,21,66,3,2,16,3,0,1,0,6,3,27,13,11,6
2010-02-10,0,25,0,0,15,3,0,33,1,0,0,10,7,0,77,0,1,13,26,85,2,2,11,4,1,3,0,18,5,22,12,24,3
2010-02-11,0,13,0,0,17,4,0,28,4,0,2,6,8,0,73,2,1,10,13,63,2,0,6,4,0,3,0,13,6,12,13,27,3
2010-02-12,0,35,0,0,24,4,0,19,2,0,0,2,7,2,73,1,1,6,25,74,1,3,8,7,1,1,1,8,4,28,15,15,2
2010-02-13,0,43,0,0,5,7,3,32,2,1,0,4,5,0,72,1,3,8,25,82,3,1,10,10,3,1,0,10,5,13,16,12,6
2010-02-14,1,42,0,1,5,2,0,16,3,0,1,2,6,2,78,1,3,5,32,60,7,1,7,9,2,0,0,9,2,33,8,25,3
2010-02-15,2,28,0,1,20,4,0,23,4,0,0,5,6,1,62,2,1,4,22,47,2,1,8,2,1,0,1,12,4,20,16,19,3
2010-02-16,0,28,0,1,9,3,1,28,0,0,0,8,2,0,82,0,2,6,23,57,1,2,10,2,0,1,2,10,1,22,9,15,7
2010-02-17,1,31,0,0,17,0,0,37,1,2,0,9,9,2,58,0,1,6,24,142,4,5,7,9,0,0,1,14,3,16,6,29,7
2010-02-18,1,21,0,0,15,1,0,37,2,0,1,3,12,0,74,0,0,11,22,66,4,2,10,4,0,1,1,13,1,16,15,14,3
2010-02-19,0,21,0,0,18,2,3,27,2,1,0,3,2,1,43,0,0,5,33,69,0,0,8,2,1,3,0,12,5,28,12,15,10
2010-02-20,0,35,1,0,6,3,0,45,1,0,0,3,7,2,48,1,1,5,25,58,1,0,6,4,3,2,0,14,5,22,15,13,2
2010-02-21,0,27,0,1,7,2,1,19,3,0,0,3,5,1,36,0,1,1,15,48,1,1,8,8,1,1,0,8,3,23,16,10,9
2010-02-22,0,16,0,0,16,3,1,27,2,1,0,7,3,1,55,1,0,13,21,70,0,0,10,2,5,1,0,15,5,13,12,15,3
2010-02-23,0,23,0,0,13,2,0,19,0,0,0,4,3,2,48,0,0,2,18,46,6,1,9,5,2,3,2,14,5,14,10,10,1
2010-02-24,0,21,0,0,12,3,0,24,1,0,0,5,7,0,59,0,3,13,28,61,4,1,8,7,0,2,0,16,3,13,11,18,2
2010-02-25,3,26,0,0,18,1,0,23,1,1,0,4,8,1,43,0,1,13,21,63,1,1,9,6,0,2,0,11,2,28,27,23,4
2010-02-26,0,27,0,0,16,1,0,29,1,0,0,2,7,1,76,2,1,4,27,67,4,2,12,5,0,2,0,14,1,19,12,14,9
2010-02-27,0,26,0,0,12,5,1,13,1,0,1,3,7,0,67,0,2,16,26,55,0,0,9,4,2,1,0,14,3,23,6,10,2
2010-02-28,0,37,0,1,7,5,3,41,4,1,1,3,6,0,59,0,2,5,32,53,0,1,11,6,2,6,0,12,4,11,8,19,1
2010-03-01,0,37,0,0,21,2,0,35,4,0,0,7,11,0,61,1,0,9,30,68,1,2,13,7,2,1,0,17,3,11,8,23,1
2010-03-02,0,26,0,0,12,2,0,32,2,0,0,5,8,0,52,1,0,9,18,70,5,1,9,5,0,2,0,12,2,12,12,19,3
2010-03-03,1,21,0,0,13,5,1,30,1,0,0,5,3,0,55,0,0,5,18,48,2,3,8,3,1,1,1,11,7,22,10,16,4
2010-03-04,4,19,0,0,16,1,1,18,0,1,1,2,4,0,68,1,0,10,32,49,0,5,9,1,1,3,0,9,4,10,7,11,0
2010-03-05,0,30,0,0,13,1,2,39,2,3,0,3,0,1,69,3,0,7,25,63,0,4,8,3,4,0,0,16,3,16,13,27,7
2010-03-06,0,17,0,1,12,1,2,36,4,0,0,3,7,0,69,1,0,2,29,63,0,1,8,3,2,3,0,9,2,15,10,17,6
2010-03-07,1,35,1,0,14,1,2,35,1,0,0,2,3,0,42,1,1,10,21,62,1,1,16,4,2,3,0,11,2,22,10,22,3
2010-03-08,0,22,0,1,14,3,1,34,2,0,0,3,8,1,60,1,2,8,20,58,2,0,5,4,1,1,0,16,4,18,16,16,5
2010-03-09,0,27,0,0,11,2,2,45,1,1,0,7,7,0,61,4,0,8,21,62,2,2,5,0,2,4,0,14,3,12,7,19,3
2010-03-10,0,17,0,1,19,3,0,37,1,0,0,3,10,0,53,2,0,7,27,65,3,4,7,4,0,3,0,8,2,17,10,28,4
2010-03-11,0,15,0,0,10,1,2,31,2,1,0,5,6,1,70,1,1,5,18,73,3,0,10,1,0,4,0,9,1,20,9,13,2
2010-03-12,1,26,1,0,21,0,0,11,0,0,0,3,3,0,70,0,0,21,28,53,0,0,8,6,1,1,0,18,1,20,18,4,2
2010-03-13,1,31,1,0,7,4,4,29,4,1,0,4,6,2,74,1,0,12,32,66,2,1,6,3,2,1,0,8,3,26,11,21,0
2010-03-14,2,29,0,0,10,2,1,32,2,0,0,5,4,0,78,3,1,3,19,53,2,4,9,4,0,0,0,11,4,35,16,19,0
2010-03-15,2,35,0,0,13,0,2,41,2,2,0,2,13,1,54,1,1,11,32,58,0,2,5,7,4,2,0,12,1,15,12,24,2
2010-03-16,0,39,0,1,8,3,0,37,3,0,0,5,3,0,52,0,1,4,19,54,4,3,11,2,1,2,1,20,7,22,12,24,0
2010-03-17,0,33,0,0,16,3,5,41,1,2,0,0,8,0,61,2,1,10,31,64,4,2,19,4,0,3,1,16,5,12,11,28,1
2010-03-18,1,31,0,0,10,2,1,38,2,0,0,2,9,2,61,0,1,14,26,60,8,3,4,6,1,0,0,14,4,21,13,20,1
2010-03-19,0,25,0,1,15,0,0,43,1,0,1,2,6,0,60,0,0,9,21,58,2,2,8,7,1,1,0,17,1,17,9,26,1
2010-03-20,1,36,0,1,14,3,1,14,1,0,0,1,1,0,66,1,0,9,24,34,4,3,16,7,5,0,0,16,3,24,9,13,4
2010-03-21,1,25,0,0,5,3,4,37,4,0,0,1,2,0,73,1,0,1,8,51,3,3,11,1,0,1,0,13,2,14,9,15,4
2010-03-22,0,28,0,0,4,3,0,35,0,1,0,4,11,0,52,0,1,11,19,42,4,2,10,6,2,1,0,10,2,15,14,14,3
2010-03-23,0,23,0,0,11,3,3,29,0,3,0,2,4,0,57,0,0,8,19,70,6,3,9,6,1,2,0,18,4,12,15,17,5
2010-03-24,0,36,0,0,14,3,2,29,1,0,2,1,5,3,63,0,2,8,20,114,0,1,6,8,5,1,0,18,7,18,10,20,8
2010-03-25,0,25,0,0,11,1,3,15,1,0,1,0,9,0,67,3,0,11,27,56,1,1,10,5,0,2,0,11,3,32,17,17,2
2010-03-26,1,33,0,0,14,2,2,28,0,0,0,5,11,0,63,0,0,6,21,52,0,1,9,7,4,3,0,14,7,25,8,20,5
2010-03-27,1,28,0,0,10,2,3,16,1,0,0,0,4,0,74,2,0,7,28,58,2,1,11,7,5,3,0,8,1,19,12,11,6
2010-03-28,0,35,0,0,15,1,0,27,0,0,0,0,7,0,59,0,0,3,24,45,3,1,8,8,0,0,0,10,1,19,9,4,2
2010-03-29,0,26,0,0,15,6,2,27,1,0,0,5,7,0,52,1,0,6,15,50,15,1,11,4,2,1,1,17,2,21,14,19,5
2010-03-30,0,31,0,0,16,3,1,23,2,0,3,2,9,0,57,1,0,4,13,54,7,2,4,6,1,1,0,15,7,19,8,20,5
2010-03-31,1,16,0,0,15,1,3,37,0,1,0,4,10,1,48,0,1,5,18,76,8,2,3,6,2,2,1,18,3,30,12,18,1
2010-04-01,0,33,0,0,17,0,3,35,4,2,0,4,18,0,73,0,0,8,26,93,0,0,8,4,0,3,0,25,7,23,12,22,4
2010-04-02,0,18,0,0,9,5,2,30,2,0,0,1,5,0,58,2,0,10,26,73,2,2,8,8,1,0,1,15,5,20,13,20,6
2010-04-03,0,22,0,1,19,4,1,24,0,0,0,0,7,0,63,3,0,2,28,53,5,1,4,4,0,0,0,15,5,29,16,11,3
2010-04-04,1,29,0,0,11,4,0,4,0,1,0,0,4,1,47,0,0,3,18,26,5,0,4,3,2,3,0,6,3,19,6,7,4
2010-04-05,0,32,0,0,17,4,3,24,3,0,0,2,5,1,52,0,0,6,23,56,3,3,8,1,6,4,0,14,2,23,9,16,4
2010-04-06,1,29,0,0,12,2,0,26,0,0,0,3,6,0,66,0,1,8,20,70,4,1,9,5,2,2,0,16,5,10,8,14,2
2010-04-07,0,34,0,0,16,4,0,25,1,0,0,2,8,1,54,0,0,8,19,67,2,1,10,3,1,4,0,15,2,23,11,16,7
2010-04-08,0,19,0,0,14,2,3,30,2,0,0,5,7,0,62,0,0,8,22,70,6,3,4,4,0,3,0,27,3,26,15,14,9
2010-04-09,0,31,0,0,13,1,1,13,4,0,1,1,7,0,70,2,0,10,24,51,3,3,5,4,1,3,1,18,5,25,17,14,2
2010-04-10,2,29,0,0,15,3,1,12,3,0,0,1,4,0,73,0,0,7,27,68,4,1,10,2,2,1,0,15,4,35,13,12,0
2010-04-11,1,25,0,0,19,2,0,13,1,0,0,1,4,0,41,0,0,2,16,43,2,0,5,5,1,2,0,3,2,17,11,17,2
2010-04-12,0,35,0,0,13,5,0,21,1,0,0,2,10,0,53,0,0,8,20,48,3,2,10,2,0,1,0,14,4,25,12,16,3
2010-04-13,0,29,0,0,16,4,0,26,2,0,0,2,13,0,60,1,1,4,17,59,6,0,8,4,0,0,0,18,7,17,12,22,3
2010-04-14,2,15,0,0,14,2,0,46,2,0,0,6,6,0,59,0,0,0,25,57,2,2,6,3,0,1,0,13,4,21,12,20,4
2010-04-15,0,28,0,0,10,0,1,27,3,0,0,8,14,0,70,4,0,11,20,64,5,0,9,5,0,2,0,12,3,27,11,22,1
2010-04-16,0,34,0,0,22,2,0,28,3,1,0,3,6,0,57,0,0,6,19,95,1,3,12,7,1,2,0,17,4,14,6,19,4
2010-04-17,0,31,3,1,19,1,2,13,4,0,0,3,2,2,58,1,0,11,25,47,4,1,10,2,3,3,0,12,4,29,10,9,2
2010-04-18,1,21,0,0,12,0,3,11,2,0,0,0,8,0,49,1,0,1,17,44,1,1,10,5,2,0,1,11,1,19,9,11,3
2010-04-19,2,39,1,0,17,1,0,23,1,0,0,2,11,0,46,1,0,4,15,60,3,2,9,8,1,0,0,18,3,16,13,23,2
2010-04-20,1,25,0,1,15,2,1,19,1,1,0,2,4,0,55,2,0,4,18,63,6,2,5,4,5,0,0,10,2,20,9,17,6
2010-04-21,0,23,0,1,13,3,1,22,4,1,1,1,4,0,65,2,1,4,20,48,6,4,15,5,5,7,0,25,4,16,10,19,3
2010-04-22,1,33,0,0,14,3,0,24,0,1,0,6,14,0,39,0,0,4,22,49,9,1,8,2,1,0,0,22,2,18,11,16,3
2010-04-23,1,36,0,0,20,3,3,19,3,0,0,2,6,1,66,1,0,6,19,46,7,2,8,7,4,2,1,14,3,32,10,9,5
2010-04-24,0,37,0,0,7,2,0,22,0,0,0,1,8,1,74,1,0,4,28,62,2,0,8,5,1,2,0,18,5,23,12,12,5
2010-04-25,0,34,0,0,10,4,2,29,3,1,1,1,4,0,53,1,0,10,26,58,1,1,7,8,3,1,0,12,5,32,5,12,1
2010-04-26,1,28,1,0,16,2,0,20,3,0,0,4,9,0,63,0,0,6,17,55,2,1,11,5,1,3,2,23,4,18,8,21,2
2010-04-27,0,32,2,0,12,3,1,33,4,0,0,0,6,1,56,1,0,9,24,38,9,3,12,8,1,3,0,20,5,20,12,12,8
2010-04-28,0,32,0,1,22,6,2,31,1,0,0,1,7,0,63,1,1,5,17,55,6,3,9,3,0,2,0,17,8,17,10,21,2
2010-04-29,1,36,1,0,10,1,1,16,3,0,0,1,4,0,67,0,0,4,23,61,5,1,4,5,2,1,0,10,2,17,12,14,1
2010-04-30,0,27,0,0,10,1,0,17,0,1,0,2,6,0,62,1,0,12,29,45,8,4,10,3,0,1,0,21,1,28,10,10,3
