crime_type,trigger,lag,trigger_family_class,epoch,k_cities,g_meta,ci_lo,ci_hi,se_hk,p_meta,tau2,Q,p_Q,I2,cities
BURGLARY,PHASE_FirstQ,1,PHASE,POST,3,-0.04809747480217498,-0.4757909505632186,0.37959600095886864,0.0994022763699193,0.6762781626832493,0.0,0.40256515712458424,0.8176813396872116,0.0,chicago;la;nyc
BURGLARY,PHASE_FirstQ,WIN3,PHASE,POST,3,-0.0705259121747067,-0.33048349198108906,0.18943166763167563,0.0604179784280989,0.36343083970543766,0.0,0.6542822740196521,0.7209819786048142,0.0,chicago;la;nyc
BURGLARY,PHASE_FirstQ,-1,PHASE,PRE,4,0.00806301518529446,-0.11578416993308019,0.13191020030366912,0.0389157186761435,0.8491267825605968,0.0,2.7214611120964793,0.43659251489380235,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,0,PHASE,PRE,4,0.044869317230845154,-0.07897763827313241,0.1687162727348227,0.0389156465258619,0.3324449360532848,0.0,1.3346359973373318,0.7209253064786214,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,1,PHASE,PRE,4,-0.0031930184507603845,-0.1270376255700939,0.12065158866857313,0.038914908607789206,0.9397737274808271,0.0,1.6733473608960305,0.6428754523591749,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,WIN3,PHASE,PRE,4,0.015632897095118684,-0.07462503473011516,0.10589082892035252,0.028361179786557878,0.6198876716597989,0.0009422226459217583,3.9664109716867797,0.2651140554498649,24.364872389302565,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,-1,PHASE,PRE2014,4,0.0060158278843721975,-0.14461355807502074,0.15664521384376512,0.04733132047170185,0.9069016588035489,0.0,1.8160002431304259,0.6114593087999656,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,0,PHASE,PRE2014,4,0.07600682095813806,-0.07463007917038762,0.22664372108666375,0.04733368160160379,0.2066748247862188,0.0,0.9878097253877904,0.8042016097296577,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,1,PHASE,PRE2014,4,0.00536384409734465,-0.1452654752378842,0.15599316343257347,0.0473312995368116,0.9169306596897235,0.0,1.8025709103981646,0.614375636710893,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,WIN3,PHASE,PRE2014,4,0.02860646423281677,-0.07593036999888247,0.13314329846451603,0.03284794909441899,0.44790829423515666,0.0008975552454774404,3.1194168576091315,0.37357739036995846,3.828178889199765,chicago;la;nyc;sf
BURGLARY,PHASE_Full,-1,PHASE,POST,3,-0.07548746244841208,-0.8112594446788155,0.6602845197819913,0.1710042684021967,0.7020359392399393,0.053510565841613365,5.459688569741401,0.06522944608898472,63.36787392811436,chicago;la;nyc
BURGLARY,PHASE_Full,0,PHASE,POST,3,0.06076828166919901,-0.36883397522027217,0.4903705385586702,0.09984590527709405,0.6046933443806193,0.0,0.3599986654948189,0.8352707687476704,0.0,chicago;la;nyc
