db_name,signal_title,crime_type,trigger,trigger_family_class,epoch,lag,is_primary,n_target,n_ctrl,g,ci_lo,ci_hi,p_mw,p_mw_fdr,delta_pct,slice_sign_frac,perm_pass_count,p_placebo_emp,TIER,tier_notes
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_syzygy,WAVE,PRE2014,WIN3,True,1482,2170,0.0160259141077014,-0.0453291258767704,0.079805936327368,0.3528512644881654,0.9938108278784372,0.2395772315842537,0.4,0,,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_quadrature,WAVE,PRE2014,-1,True,494,3158,0.0282507581052041,,,0.509089692086184,0.9982242650502056,0.4227100580213916,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_quadrature,WAVE,PRE2014,0,True,494,3158,0.037549876924037,-0.0596862971011603,0.1310196093290305,0.6436716147504616,0.9984541737171204,0.5622211055575477,0.8,0,0.42,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_quadrature,WAVE,PRE2014,1,True,494,3158,-0.017543004850314,,,0.4873186576474138,0.996559298397828,-0.2616037398791793,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_quadrature,WAVE,PRE2014,WIN3,True,1482,2170,0.0234093266227996,-0.0417171412932809,0.0861583424236416,0.7654967356155453,0.9938108278784372,0.3501352852169015,0.8,0,,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_before_syzygy,WAVE,PRE2014,-1,True,247,3405,-0.0293616793707945,,,0.8682615781423892,0.9982242650502056,-0.4374555108613065,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_before_syzygy,WAVE,PRE2014,0,True,247,3405,-0.0160440380853473,-0.1424287601340042,0.115848585559178,0.6734960155596676,0.9984541737171204,-0.2392800671961015,0.6,0,0.78,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_before_syzygy,WAVE,PRE2014,1,True,247,3405,-0.0247664685262956,,,0.9267511976303412,0.996559298397828,-0.3691215318662233,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_before_syzygy,WAVE,PRE2014,WIN3,True,741,2911,-0.0273612704994432,-0.1083722669339682,0.0548255781169246,0.8282578022106684,0.9938108278784372,-0.407698960349212,0.6,0,0.525,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_after_syzygy,WAVE,PRE2014,-1,True,247,3405,0.0159914371533292,,,0.8682123942511802,0.9982242650502056,0.2390666939133812,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_after_syzygy,WAVE,PRE2014,0,True,247,3405,-0.0290238174350642,-0.1730146734510019,0.104454988699295,0.7031704232795042,0.9984541737171204,-0.4324329218735379,0.6,0,0.63,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_after_syzygy,WAVE,PRE2014,1,True,247,3405,0.1445756011258514,,,0.0173444485269131,0.996559298397828,2.180812235810748,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_after_syzygy,WAVE,PRE2014,WIN3,True,741,2911,0.0512627536021518,-0.0290573824777328,0.1404230022922903,0.1765752367962231,0.9938108278784372,0.7682258419636545,0.6,0,0.275,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_before_quadrature,WAVE,PRE2014,-1,True,247,3405,0.0073529100327146,,,0.8072398764192624,0.9982242650502056,0.1098533790781619,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_before_quadrature,WAVE,PRE2014,0,True,247,3405,0.0334220604613922,-0.0992051583274371,0.153401682842203,0.7143781641470421,0.9984541737171204,0.5002861559143978,0.8,0,0.575,NULL,p_mw >= 0.05
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_before_quadrature,WAVE,PRE2014,1,True,247,3405,-0.0643414589168735,,,0.2460968886740442,0.996559298397828,-0.956018637611422,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_EMS,🧠 Psychiatry | ALTMEN — Altered mental status,ALTMEN,WAVE_before_quadrature,WAVE,PRE2014,WIN3,True,741,2911,-0.0091858327205019,-0.0856595349812467,0.0650862858671873,0.7313453166744912,0.9938108278784372,-0.1370674182555764,0.6,0,0.855,NULL,p_mw >= 0.05
