db_name,signal_title,crime_type,trigger,trigger_family_class,epoch,lag,is_primary,n_target,n_ctrl,g,ci_lo,ci_hi,p_mw,p_mw_fdr,delta_pct,slice_sign_frac,perm_pass_count,p_placebo_emp,TIER,tier_notes
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_Full,PHASE,PRE,-1,True,26,470,0.0359637996702266,,,0.863286421420691,0.9867828811772672,1.5142472245716965,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_Full,PHASE,PRE,0,True,27,470,0.2263912673294543,-0.0857620239385187,0.550541980198725,0.224481589602792,0.9911396627360192,9.81916237536522,0.8,0,0.265,NULL,p_mw >= 0.05
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_Full,PHASE,PRE,1,True,27,470,0.0427329061566715,,,0.9489093384006636,0.9980928361222128,1.8042771936380708,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_Full,PHASE,PRE,WIN3,True,80,470,0.1023135819885925,-0.1305880101513037,0.3360629528401833,0.4235605825035859,0.9555244086772852,4.344887629157257,0.4,0,0.415,NULL,p_mw >= 0.05
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_New,PHASE,PRE,-1,True,27,470,-0.2543872722770551,,,0.1856498715971086,0.9720262295867536,-9.944260411754136,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_New,PHASE,PRE,0,True,27,470,0.0663768756017376,-0.2902089417458154,0.414829469673471,0.5962252206400505,0.9911396627360192,2.7967200198340425,0.6,0,0.705,NULL,p_mw >= 0.05
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_New,PHASE,PRE,1,True,27,470,0.0174923219251936,,,0.8876772950123701,0.9980928361222128,0.7338516176194521,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_New,PHASE,PRE,WIN3,True,81,470,-0.0565458210138914,-0.2822897878986234,0.1705585396644156,0.6081474720232347,0.9555244086772852,-2.301319507848376,0.8,0,0.72,NULL,p_mw >= 0.05
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_FirstQ,PHASE,PRE,-1,True,26,470,0.0607134293034754,,,0.8423413410596141,0.9867828811772672,2.5617104668580915,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_FirstQ,PHASE,PRE,0,True,26,470,-0.0149800116919835,-0.3824536166628848,0.3598563991870455,0.8621815464415034,0.9911396627360192,-0.6205342320781959,0.6,0,0.935,NULL,p_mw >= 0.05
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_FirstQ,PHASE,PRE,1,True,26,470,0.2201316078769166,,,0.3071573325220067,0.9610845496098296,9.532463066882624,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_FirstQ,PHASE,PRE,WIN3,True,78,470,0.0891339040161713,-0.1324573330849966,0.3197737071855862,0.5653759674606929,0.9555244086772852,3.738888126715168,0.8,0,0.42,NULL,p_mw >= 0.05
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_LastQ,PHASE,PRE,-1,True,27,470,-0.2298707192352855,,,0.1128808744518965,0.9720262295867536,-9.11278878341857,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_LastQ,PHASE,PRE,0,True,27,470,0.0614720215142053,-0.2796472919020423,0.3958809223615672,0.6468220945779899,0.9911396627360192,2.583363075105405,0.6,0,0.73,NULL,p_mw >= 0.05
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_LastQ,PHASE,PRE,1,True,27,470,-0.2863367536445554,,,0.1544024972824183,0.9109733089171012,-11.23459512773458,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,NYC_911 | ALARMS: AUDIBLE/OUTSIDE,ALARMS: AUDIBLE/OUTSIDE,PHASE_LastQ,PHASE,PRE,WIN3,True,81,470,-0.1526493672475227,-0.3729002600302579,0.065750918750534,0.1617777667536994,0.8928469503862192,-6.112491074261738,0.6,0,0.215,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_event,WAVE,PRE,-1,True,214,576,-0.0371633865130408,,,0.5505603164707904,0.9997535226040072,-1.0843497431791582,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_event,WAVE,PRE,0,True,214,576,0.1266903449379176,-0.0253631567877724,0.2802043818838209,0.1104760933316259,0.9940835620801448,3.781082346137032,1.0,0,0.115,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_event,WAVE,PRE,1,True,213,577,-0.1170700989190303,,,0.1239241915141843,0.9960568740865424,-3.372169879186049,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_event,WAVE,PRE,WIN3,True,641,149,-0.0351549385737894,-0.2144492901858053,0.1477300983295971,0.5417445326020509,0.9996239122196258,-1.0260920222923795,0.4,0,,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_syzygy,WAVE,PRE,-1,True,107,683,0.0412509039936509,,,0.6132021969267334,0.9997535226040072,1.2175858232012615,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_syzygy,WAVE,PRE,0,True,107,683,0.1408647557868708,-0.0456526115322443,0.3429150760732462,0.128697765721808,0.9940835620801448,4.214736963860832,0.8,0,0.15,NULL,p_mw >= 0.05
NYC_911,🚨 Alarms 911 | Bank burglary / alarm,ALARMS: BANK/BURGLARY,WAVE_syzygy,WAVE,PRE,1,True,107,683,-0.1519096483550887,,,0.1814425113842428,0.9960568740865424,-4.3535739212816615,,0,,DISCARDED_UNSTABLE,Slice sign-frac 0.00 < 0.40
