city,epoch,crime_type,trigger,trigger_family,lag,mean_raw,n_days_epoch,R2_A,R2_B,n_target,n_ctrl,g,var_g,p_mw,p_mw_fdr,delta_pct,status_flag,config_hash
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_event,WAVE,-1,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,692,1865,0.008470399439923433,0.0019812937753321993,0.5959983326472575,0.999574524382758,0.10990231667273864,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_event,WAVE,0,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,693,1864,-0.0296949215063483,0.001979654691020258,0.4161610450228438,0.9811824375253618,-0.38430492602373745,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_event,WAVE,1,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,693,1864,-0.03380522597727598,0.00197970576830795,0.4051584375133406,0.9753362265950158,-0.43737179519299785,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_event,WAVE,WIN3,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,2078,479,-0.07144552793825558,0.0025699135425643936,0.20376009041696452,0.9969109234256108,-0.9218581838791651,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_syzygy,WAVE,-1,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,346,2211,0.04249979051931899,0.0033428109148749205,0.4607893290620303,0.999574524382758,0.5525931820582919,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_syzygy,WAVE,0,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,346,2211,-0.03765996670459926,0.003342734993328542,0.41319521319679653,0.9811824375253618,-0.4871373030965076,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_syzygy,WAVE,1,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,346,2211,-0.011100065702325605,0.0033424815566096386,0.8124742381683765,0.9753362265950158,-0.14383923992885572,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_syzygy,WAVE,WIN3,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,1038,1519,-0.0030380199956731233,0.0016217207902466813,0.8247154339106773,0.9969109234256108,-0.0393887404590898,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_quadrature,WAVE,-1,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,346,2211,-0.028206981551816983,0.0033426131461105524,0.9609961198821457,0.999574524382758,-0.3650983399807961,OK,524c949611
nyc,PRE2014,ASSAULT 3 & RELATED OFFENSES,WAVE_quadrature,WAVE,0,138.15956198670318,2557,0.5827562199554576,0.5845161732693513,347,2210,-0.012449970210490036,0.00333436340121136,0.811909330109887,0.9930363121591438,-0.16131744028903272,OK,524c949611
