city,epoch,crime_type,trigger,trigger_family,lag,mean_raw,n_days_epoch,R2_A,R2_B,n_target,n_ctrl,g,var_g,p_mw,p_mw_fdr,delta_pct,status_flag,config_hash
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_event,WAVE,-1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,494,1332,-0.013049872051553694,0.0027750889316103854,0.973738272353764,0.997100835856322,-0.34190295130983595,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_event,WAVE,0,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,494,1332,0.08384252484406234,0.0027769692139052496,0.08601704103469288,0.9677004772874696,2.223278106534443,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_event,WAVE,1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,494,1332,-0.0424269062122775,0.0027755356813938784,0.2692688264426356,0.994772420623088,-1.1071239325286863,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_event,WAVE,WIN3,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,1482,344,0.03655024126490431,0.0035821067830223907,0.5106515129012763,0.9959772067224594,0.9637794851407255,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_syzygy,WAVE,-1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,246,1580,-0.005257253714928075,0.004697959619214151,0.9284768546006755,0.997100835856322,-0.13788151859910336,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_syzygy,WAVE,0,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,246,1580,0.017757469601155665,0.004698038481333123,0.5590445210610371,0.9677004772874696,0.4671247333495776,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_syzygy,WAVE,1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,246,1580,0.05022771908002625,0.004698643606343361,0.455996845085621,0.994772420623088,1.3267591861487071,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_syzygy,WAVE,WIN3,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,738,1088,0.030364266733352227,0.0022743839353232325,0.323303295610872,0.9959772067224594,0.8000061513586676,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_quadrature,WAVE,-1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,248,1578,-0.01672057608643245,0.004666048264600562,0.8948203102665481,0.997100835856322,-0.4378637071067226,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_quadrature,WAVE,0,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,248,1578,0.12334936066013234,0.004670142422251494,0.10021454530804547,0.9677004772874696,3.2872936853970414,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_quadrature,WAVE,1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,248,1578,-0.12130742612257658,0.004670005477859285,0.029593130554390015,0.994772420623088,-3.1309077425605736,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_quadrature,WAVE,WIN3,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,744,1082,-0.007138352489324341,0.002268314407472953,0.6434467012523917,0.9959772067224594,-0.18716987994613632,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_before_syzygy,WAVE,-1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,123,1703,0.007320721087679698,0.008717295052346388,0.8068101288463688,0.9968261149380621,0.19231705763098628,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_before_syzygy,WAVE,0,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,123,1703,-0.005809461673166181,0.00871728961289674,0.7151446015035038,0.9677004772874696,-0.15235327311017288,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_before_syzygy,WAVE,1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,123,1703,-0.017928628811978566,0.00871736847415939,0.8953258783147393,0.994772420623088,-0.4694277230122834,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_before_syzygy,WAVE,WIN3,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,369,1457,-0.006396379349385989,0.003396380113856246,0.6435957606382989,0.9959772067224594,-0.16773191201856497,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_after_syzygy,WAVE,-1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,123,1703,-0.017075941732376206,0.008717360292156914,0.9027540307915634,0.997100835856322,-0.4471521125179345,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_after_syzygy,WAVE,0,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,123,1703,0.038760536850746645,0.008717692197702668,0.6665933336795187,0.9677004772874696,1.0224154344814718,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_after_syzygy,WAVE,1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,123,1703,0.11115791568799267,0.008720667445236424,0.3768090975530901,0.994772420623088,2.959149036262154,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_after_syzygy,WAVE,WIN3,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,369,1457,0.0517509244628032,0.0033971030427252078,0.4566908845837482,0.9959772067224594,1.3671733539582176,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_before_quadrature,WAVE,-1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,124,1702,-0.1056466116229305,0.00865511973610567,0.45728962662098327,0.9968261149380621,-2.733660103361235,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_before_quadrature,WAVE,0,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,124,1702,0.057234081615030234,0.008652958149908003,0.8036280588637725,0.9677004772874696,1.5132913507985846,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_before_quadrature,WAVE,1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,124,1702,-0.1433266808520701,0.008657691372864625,0.0830964464350502,0.994772420623088,-3.6893883953306728,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_before_quadrature,WAVE,WIN3,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,372,1454,-0.07479966910189176,0.003377463666727189,0.16407159685935002,0.9959772067224594,-1.9431026400261175,OK,524c949611
la,PRE2014,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,WAVE_after_quadrature,WAVE,-1,21.441401971522453,1826,0.3245526458998461,0.3277582298153303,124,1702,0.07461814058086326,0.008653586474141947,0.5732991650346642,0.9968261149380621,1.9773059165449247,OK,524c949611
